1000000000 1000000000 100000
651301115 97472951 651301115 998286572
472473394 36684418 984784263 36684418
62149513 260604349 62149513 939739495
299952954 453281689 299952954 999274910
225860775 615160048 821123465 615160048
491695899 497448077 491695899 998568177
74901787 119157897 74901787 648990118
65278114 215215581 585600160 215215581
78475556 903600958 751155570 903600958
458523892 752765948 998503719 752765948
242817664 211310775 242817664 913819521
343443854 397761027 343443854 948266492
10793469 120523367 10793469 831539863
605857022 481042014 605857022 992271310
185718659 390299360 185718659 915295799
93712901 176529319 992275187 176529319
247454127 92227140 838273593 92227140
893388300 100473541 893388300 790586811
777339030 243264800 777339030 820549001
276077389 292027929 276077389 860063649
288936326 663329932 885548719 663329932
487647359 285242402 990304510 285242402
469388779 29163813 469388779 804326722
970522295 486676179 970522295 996608309
206252445 59263202 752536728 59263202
978460109 332811930 978460109 878480257
163879165 918626331 753177128 918626331
210396887 432615148 841629490 432615148
802955771 207091809 802955771 831662782
23964032 47009445 526978519 47009445
725323915 338528208 725323915 890940257
331967894 352093100 331967894 921141761
294665626 599950296 947839193 599950296
502095774 53177943 502095774 785853603
457198400 211449076 457198400 782830746
36645589 494789195 984014999 494789195
488616096 561550815 994602376 561550815
184668792 474667901 844490554 474667901
16001259 442611379 674795036 442611379
52413295 388776101 52413295 972725716
428130 490469015 706722752 490469015
254736915 36736598 935512761 36736598
406885074 390472481 966443933 390472481
185576822 562863470 822971591 562863470
465056981 266561366 992273107 266561366
935608812 197013461 935608812 857707214
176554806 197880588 952182703 197880588
304164701 506224769 880713697 506224769
604939245 399042359 604939245 909099530
154488358 529086675 718786594 529086675
214830988 919717789 860602509 919717789
80058440 394414023 80058440 901804831
260487141 127413712 260487141 713820517
92508915 508480318 886998761 508480318
456612702 53787815 987126200 53787815
134717867 303139704 134717867 805574470
61770512 819615469 877682986 819615469
159631595 380445642 667855816 380445642
186953149 249022121 186953149 965909058
480938585 64692364 480938585 932101358
450519612 283702497 450519612 852482138
97950165 321138628 97950165 987992745
455562184 162131324 455562184 960627212
64851662 292364237 963841497 292364237
460203540 285185092 992630140 285185092
228191328 220109201 228191328 785180049
773564888 334721358 773564888 959968915
199163340 793647748 966676286 793647748
329092456 72778347 962225347 72778347
332377702 676621257 944175071 676621257
835181317 133808980 835181317 890893867
143445096 307050760 767216483 307050760
432755178 470931466 967863246 470931466
32492481 21377775 722197148 21377775
346235437 133495426 968126277 133495426
158206709 490969386 158206709 992934602
414166918 721678079 943874316 721678079
126601504 344996860 126601504 856221903
287691201 247346380 975416420 247346380
100276653 379974451 836237947 379974451
287047815 397945075 977672202 397945075
