1000 100 1000
795 13 795 92
0 13 968 13
243 14 243 82
19 54 1000 54
192 2 192 5
270 38 270 73
133 2 133 3
992 57 992 63
20 4 20 14
381 0 381 35
904 45 904 89
51 1 951 1
480 34 480 62
281 50 281 90
371 26 371 45
113 62 113 65
598 28 598 63
158 84 965 84
537 1 537 96
897 61 897 98
768 12 768 89
762 37 762 86
521 16 521 88
974 61 974 87
94 10 115 10
424 54 424 89
608 1 608 100
31 93 870 93
739 11 739 70
935 67 935 71
108 14 108 92
124 3 124 28
236 56 236 60
126 4 126 94
412 0 412 33
310 2 310 89
824 30 824 95
742 42 742 63
202 8 202 57
365 10 365 15
235 26 235 53
691 19 691 100
10 85 10 95
801 68 801 75
713 54 713 78
59 32 59 45
509 17 509 30
511 38 511 94
992 67 992 84
345 31 345 80
464 52 464 68
52 56 929 56
594 2 594 64
678 0 678 85
24 28 951 28
124 42 124 49
729 23 729 72
943 22 943 78
962 1 962 51
54 21 54 75
439 9 439 80
777 13 777 52
828 69 828 97
975 45 975 85
536 42 536 82
843 3 843 36
878 27 878 38
956 67 956 100
658 3 658 84
374 19 374 99
524 14 524 20
888 82 888 91
924 8 924 86
757 0 757 6
665 64 665 98
9 55 998 55
317 0 317 69
977 10 977 95
40 34 995 34
906 6 906 92
55 3 55 51
96 41 992 41
719 36 719 39
887 93 932 93
15 48 15 63
988 74 988 92
530 12 530 44
618 11 618 90
808 35 808 70
652 8 652 99
333 13 333 20
328 19 328 28
171 42 171 95
308 28 308 45
620 14 620 99
314 0 314 40
455 2 455 71
66 63 912 63
367 77 367 78
333 28 333 33
39 4 39 7
631 7 631 33
683 6 683 19
2 48 901 48
937 83 937 93
425 6 425 78
635 4 635 91
6 12 942 12
508 70 508 78
559 6 559 86
234 11 234 83
627 6 627 91
92 6 92 78
136 55 136 100
406 19 406 35
545 7 545 62
631 62 631 68
883 65 883 75
956 21 956 45
784 25 784 87
850 21 850 42
541 13 541 82
575 64 575 95
864 18 864 41
363 27 363 83
71 52 979 52
166 78 166 93
809 37 809 47
601 32 601 60
869 47 869 98
849 10 849 69
33 26 33 28
783 13 783 55
873 42 873 77
46 3 46 88
984 35 984 98
432 41 432 96
626 15 626 50
586 37 586 63
39 57 39 86
57 75 955 75
11 60 994 60
746 28 746 92
358 10 358 12
64 99 982 99
240 40 240 94
432 9 432 36
915 46 915 92
913 65 913 85
604 14 604 24
119 13 119 46
421 2 421 13
411 2 411 88
166 13 166 17
358 15 358 37
263 78 263 84
257 49 257 87
220 74 220 91
503 10 503 86
988 71 988 73
9 5 995 5
389 73 389 82
239 9 239 95
753 0 753 100
606 39 606 79
773 55 773 82
520 24 520 36
177 5 177 89
35 6 35 33
272 21 272 69
32 43 32 80
191 11 191 90
724 12 724 19
32 40 923 40
116 10 946 10
951 6 951 58
105 8 105 89
440 24 440 80
86 32 86 83
36 17 36 99
996 44 996 82
421 18 421 21
8 8 953 8
11 92 966 92
168 13 168 96
821 58 821 83
724 90 724 100
6 74 939 74
744 46 908 46
780 17 780 93
981 25 981 99
447 35 447 90
964 14 964 94
111 11 111 84
260 90 260 96
693 19 693 59
94 19 925 19
151 45 151 66
383 21 383 89
277 17 277 83
628 46 628 57
578 55 578 76
367 31 367 54
941 72 941 90
633 2 633 22
443 25 443 84
463 4 463 9
160 1 160 35
112 9 112 90
588 9 588 90
942 2 942 81
384 36 384 83
15 2 15 4
468 51 468 95
34 14 34 78
761 16 761 25
948 65 948 67
976 59 976 71
2 80 987 80
874 14 874 86
463 30 463 91
289 4 289 91
186 1 186 97
704 45 704 98
682 2 682 78
306 88 306 93
597 18 597 24
490 53 490 64
695 55 695 71
896 52 896 86
313 14 313 89
165 19 165 91
103 19 103 36
882 63 882 75
908 10 908 88
692 16 692 96
771 60 771 76
13 6 971 6
219 30 219 73
90 51 987 51
93 38 93 86
373 12 373 73
373 83 373 89
461 53 461 81
673 7 673 96
414 69 414 92
377 97 377 98
13 65 997 65
453 33 453 86
37 4 978 4
546 9 546 27
101 69 101 94
65 53 65 59
179 23 179 87
276 18 276 99
18 24 991 24
605 3 605 16
0 30 996 30
370 13 370 60
301 0 301 60
246 56 246 95
22 43 918 43
931 27 931 92
703 23 703 71
1 90 968 90
869 23 869 38
84 2 997 2
577 25 577 45
486 14 486 76
21 11 987 11
474 48 474 98
311 6 311 58
130 44 130 46
493 13 493 23
63 18 63 77
249 23 249 71
185 68 996 68
77 56 77 67
903 64 903 74
421 75 421 87
352 21 352 46
866 62 866 69
972 59 972 73
162 31 162 73
182 29 182 67
916 15 916 88
803 19 803 23
214 15 214 74
466 8 466 34
79 10 92 10
14 30 14 57
858 45 858 51
831 25 831 88
639 17 639 24
222 6 222 99
535 38 535 94
853 34 853 94
561 5 561 28
183 54 183 97
694 2 694 82
640 0 640 41
387 36 387 67
268 11 268 13
40 58 921 58
18 71 992 71
51 3 51 44
105 29 967 29
496 17 496 94
581 39 581 81
52 67 933 67
666 31 666 93
40 9 40 97
399 3 399 24
340 2 340 68
244 38 244 63
387 10 387 25
27 62 981 62
462 27 462 91
402 16 402 35
127 13 127 71
527 12 527 86
409 65 409 71
232 49 232 64
504 24 504 91
864 83 864 84
767 61 767 94
15 8 15 40
74 30 74 39
201 41 201 91
877 15 877 91
208 43 208 85
43 52 43 75
315 15 315 89
286 13 286 86
391 62 391 95
501 86 501 87
381 39 381 80
871 20 871 91
292 34 292 97
876 30 876 93
736 5 736 85
945 22 945 100
542 4 542 13
836 1 836 86
61 24 61 35
507 18 507 100
901 15 901 37
604 82 604 92
103 77 984 77
862 16 862 24
68 4 68 96
991 16 991 98
718 27 718 92
579 36 579 98
141 4 141 98
29 27 955 27
565 49 565 97
335 6 335 58
960 52 960 54
609 5 609 32
573 2 573 82
413 27 413 96
476 6 476 44
902 45 902 53
104 9 104 74
926 4 926 91
994 4 994 92
293 11 293 29
576 60 576 61
481 37 481 80
398 6 398 95
438 25 438 90
830 8 830 89
4 4 4 74
427 18 427 33
648 50 648 88
782 53 782 84
897 12 897 30
709 0 709 30
57 33 57 97
155 36 155 57
557 28 557 74
0 9 988 9
392 32 392 78
765 41 765 75
687 2 687 96
122 14 122 43
418 5 418 45
772 22 772 99
338 15 338 38
12 78 982 78
832 47 832 92
583 6 583 52
225 70 225 74
332 24 332 81
866 3 866 52
788 17 788 97
548 79 548 86
52 69 996 69
397 11 397 36
354 20 354 51
929 46 929 100
711 88 711 94
330 16 330 37
201 93 201 97
532 25 532 87
232 19 232 29
103 12 103 15
109 57 109 86
37 57 37 90
318 33 318 82
187 30 187 46
231 63 231 69
160 61 160 76
121 29 121 51
62 13 62 100
605 18 605 20
730 15 730 94
32 32 32 42
304 2 304 98
355 42 355 84
955 12 955 21
118 14 118 98
802 24 802 88
125 10 125 73
452 82 452 85
422 89 422 100
5 40 5 87
930 11 930 95
502 10 502 13
828 52 828 61
840 43 840 58
764 6 764 100
242 35 242 86
696 6 696 97
499 50 499 59
528 51 528 67
569 9 569 92
426 36 426 58
423 0 423 82
121 58 121 96
184 45 996 45
518 1 518 2
900 18 900 77
965 49 965 78
944 24 944 67
816 52 816 100
273 76 273 87
616 40 616 67
167 14 167 98
288 85 288 89
254 12 254 87
801 23 801 25
495 2 495 63
420 33 420 100
878 54 878 84
88 28 88 86
593 89 593 96
506 22 506 62
156 0 156 21
881 13 881 99
185 61 185 74
416 27 416 35
50 87 50 96
846 86 846 99
909 74 909 96
629 27 629 48
952 31 952 39
910 27 910 43
509 52 509 93
855 11 855 72
90 33 90 88
193 21 193 43
731 13 731 86
683 48 683 60
23 4 23 86
659 22 659 95
749 31 749 53
21 10 21 20
82 32 82 38
646 56 646 70
38 3 38 17
200 21 200 83
814 17 814 59
470 9 470 13
30 13 30 72
644 3 644 80
3 52 3 65
445 44 445 51
921 90 921 99
898 5 898 94
36 25 907 25
67 9 67 82
419 43 419 51
98 57 98 82
903 43 903 45
