100 10000 100
20 498 20 7816
47 2646 53 2646
81 7069 95 7069
28 2876 79 2876
55 2100 55 9202
29 933 29 8184
56 706 56 761
90 1536 90 3262
21 499 21 6010
50 3399 50 4116
7 1022 24 1022
8 8045 56 8045
74 7294 74 7841
39 9565 54 9565
2 9502 10 9502
66 4188 86 4188
27 5413 27 6236
57 295 78 295
16 1900 92 1900
96 1285 96 5070
9 9771 65 9771
97 136 100 136
21 3023 32 3023
29 947 95 947
81 5916 81 8461
24 1942 24 2237
29 4941 79 4941
2 5745 39 5745
57 6144 57 6840
32 2033 50 2033
0 4319 100 4319
43 3005 94 3005
69 314 69 2583
64 7807 97 7807
82 293 82 6824
68 3095 68 6713
27 6242 41 6242
99 1367 99 3493
36 7247 58 7247
16 6750 56 6750
5 8176 69 8176
66 926 88 926
59 1425 59 7413
12 2764 13 2764
31 959 73 959
36 2966 36 8522
42 8436 46 8436
10 262 10 7077
64 1855 73 1855
55 1897 65 1897
17 6131 65 6131
67 7994 67 8801
85 4566 98 4566
34 8651 91 8651
2 9949 85 9949
5 7389 98 7389
55 8879 57 8879
32 6164 92 6164
70 1192 70 7665
27 472 27 4293
1 8365 1 8584
40 9969 55 9969
28 4413 88 4413
43 4482 53 4482
61 2646 61 8317
22 822 81 822
76 3171 76 5373
18 2943 18 5682
6 2184 97 2184
50 5040 70 5040
91 155 91 3446
9 2543 9 6169
39 2604 69 2604
23 3422 75 3422
70 5195 82 5195
13 1334 13 2524
92 2358 92 7992
12 8362 22 8362
54 9543 68 9543
11 4942 90 4942
35 8650 35 9094
20 7080 28 7080
12 2467 12 7999
84 5727 95 5727
42 9417 63 9417
92 7464 98 7464
47 523 47 8566
34 2388 76 2388
89 976 100 976
11 4094 70 4094
1 2603 29 2603
45 1355 45 2487
23 5154 23 8742
33 6029 57 6029
40 7238 97 7238
71 2618 71 6849
21 4571 78 4571
66 2345 66 5896
21 5055 89 5055
48 8825 60 8825
