1000000000 1000000000 1000
389865918 174565025 389865918 417858364
66570205 6793510 972313468 6793510
674046422 11838085 674046422 950080270
131697514 457105515 964984370 457105515
594656833 726038292 966618374 726038292
70806371 674458378 678279558 674458378
273109935 258243494 729753310 258243494
99890377 340074117 960527831 340074117
238402085 376653804 746983961 376653804
310355008 241342645 517275535 241342645
250089353 45615113 250089353 744200304
210750121 316457258 478606007 316457258
568461944 45605226 568461944 883754518
244634438 651206981 952159770 651206981
211347675 188441364 498188654 188441364
563971171 298484 563971171 381237210
847023691 94282789 847023691 820499389
33390787 772864745 999312498 772864745
179034708 243802242 179034708 943123537
43926371 220908280 570680872 220908280
37542370 181462991 814127167 181462991
361641147 127758873 361641147 558762918
136651255 201539587 136651255 799857232
153600167 317675855 220051727 317675855
502501073 155561510 502501073 789562640
610038675 349760635 610038675 684016264
5487218 64782067 706870921 64782067
224095903 368573879 756065318 368573879
274763936 34241615 274763936 681335771
220195079 577178126 870105375 577178126
84319129 419129697 672398004 419129697
376201476 19963416 376201476 686601609
454817500 129831957 454817500 426811063
280036329 302102879 644317613 302102879
241740751 771890529 759548619 771890529
224174083 489449437 263683649 489449437
985689407 60842968 985689407 728437693
278446956 104492407 571263960 104492407
322661862 216463503 477702132 216463503
102994099 254686536 840440657 254686536
253324695 19737538 253324695 698526556
730479652 295869174 730479652 587405747
543757625 504558825 887196809 504558825
11349637 636363538 363530954 636363538
18353236 90565836 18353236 898492436
212526784 458082083 894600436 458082083
165326243 270186025 1000000000 270186025
817888982 12738819 817888982 565756005
283095504 37421744 283095504 514208028
578480057 227387153 578480057 580148919
114094686 527391186 931687827 527391186
656566346 622764001 816545923 622764001
477145288 278123328 980287331 278123328
229390869 41932312 229390869 529262306
16422714 394331677 230240436 394331677
136951522 712831794 257954184 712831794
562383453 120078542 562383453 763033632
22603013 603662478 808091491 603662478
583460817 498736421 909201173 498736421
70999590 214544407 734166677 214544407
694071833 63968012 694071833 646511453
735607199 328417850 735607199 784132886
29325444 62008845 922460358 62008845
448978154 104485883 448978154 888154409
235852008 227459339 964302938 227459339
537533211 46581118 537533211 588361696
685353667 544381823 685353667 775689709
274749014 79122381 274749014 873206016
758531363 8665583 758531363 997167756
534175144 30104274 912016406 30104274
476572337 71947081 476572337 297929667
234032578 23914312 234032578 912693711
585721961 102757226 585721961 951362219
603643687 576753128 637260196 576753128
397807243 270018222 397807243 668903460
17266451 858369606 361164683 858369606
62742077 679591647 449702150 679591647
301180719 71523313 301180719 719488577
49418902 12367732 49418902 291419100
91001908 255561594 993131349 255561594
633727914 433530492 633727914 668325724
220748241 26718431 220748241 716173649
673293507 196600774 673293507 898259412
64721088 615000149 524330034 615000149
133056454 33275692 133056454 189464562
469993013 35929137 469993013 335567929
239355196 348595506 513499644 348595506
649683710 369729012 649683710 924222016
59525452 139063772 59525452 992370527
35764464 226495218 900354679 226495218
100980524 24168686 760544301 24168686
137864386 814333878 137864386 999238556
297763107 83303233 297763107 652524321
143650842 608793255 143650842 925217122
334899311 179140982 334899311 512931361
942523503 82616918 942523503 175441093
668175490 5602404 668175490 962806501
209893538 81914737 209893538 558472888
282720440 73845360 282720440 846458274
193504100 170301141 193504100 456450220
303696444 271519072 626086891 271519072
80846311 707752684 925756104 707752684
62064438 310102744 404181288 310102744
178469803 166752607 178469803 784211322
142849731 198757562 142849731 641322291
130906822 81812567 130906822 399258756
614464182 43748119 614464182 942928703
413881988 15655505 767489782 15655505
183574930 741475681 931990520 741475681
116784983 360096336 597750176 360096336
83002838 653631727 867172686 653631727
130457007 743368937 673588225 743368937
748721123 50687570 748721123 850759007
403260186 112103569 403260186 497716779
205923104 284028090 205923104 905469711
445269378 183560216 908195451 183560216
70891457 708035997 70891457 858654697
177668810 199265435 767188794 199265435
117946851 507743615 696700261 507743615
488820321 572317057 944167036 572317057
820774699 120145555 820774699 733185103
207064442 106175775 207064442 943667883
243591872 172087819 520762290 172087819
272516137 453528471 619270312 453528471
61819792 346651188 285186848 346651188
380867362 236570576 806198184 236570576
359629047 225066837 806718433 225066837
247165599 652677149 247165599 983221568
21068277 287662852 342599886 287662852
385808216 114386870 385808216 289777957
164813593 392982430 164813593 849160249
314108991 640834199 922848418 640834199
129875772 444393778 950335217 444393778
876061157 149229387 876061157 624683808
251546827 28132709 251546827 839744553
94158882 201048963 679807995 201048963
46693912 574437527 596600292 574437527
67615012 383215438 753308498 383215438
532233463 22045939 532233463 609897712
307084803 128182573 718057141 128182573
912648546 131245911 912648546 613930141
573412700 360846293 825943261 360846293
254946972 179581356 725348325 179581356
564367555 252971497 564367555 381884368
89559132 375373991 711897021 375373991
387448956 260386145 891119290 260386145
172320696 516706999 594780007 516706999
671195123 39471840 671195123 565498345
564866177 26725545 858832301 26725545
2535091 640268649 879814908 640268649
717502893 432608750 717502893 772349895
366357531 357343229 686808377 357343229
100377344 662077552 925048167 662077552
132010940 465132159 941787118 465132159
299397540 398256375 930955443 398256375
442267734 103638797 442267734 583514715
77902978 347329031 77902978 494084258
107536365 623221864 636627426 623221864
29234312 656349093 883056964 656349093
170481105 70810355 828969645 70810355
745546063 926190609 908482295 926190609
198124613 652720997 198124613 818134905
437210600 311514397 691148437 311514397
98631458 309111393 98631458 774671159
31658435 433836492 439659926 433836492
255492109 630525625 599975848 630525625
127918734 65381454 127918734 587416675
110945661 62753515 568375750 62753515
103996474 448815837 871573103 448815837
81907506 516421765 294736244 516421765
5024832 507748486 487582989 507748486
14863368 124890163 912861303 124890163
217715753 539764151 680282468 539764151
637767366 454100370 637767366 631417490
544541835 2268227 544541835 659083208
16175996 323635617 316948369 323635617
288595643 300808747 530082218 300808747
222485101 393285025 222485101 782859255
322595154 9125226 322595154 497185994
139221804 657099447 678158551 657099447
77673045 337233925 749839920 337233925
162975600 78808189 162975600 859559534
455316538 152315922 455316538 682841908
516384947 13246045 516384947 584037243
130307073 155853580 130307073 818331853
872350952 660532013 872350952 784923526
65431137 328549561 715796328 328549561
477737235 414943955 477737235 860743664
371421581 215870225 371421581 358422644
67770450 148158095 752115297 148158095
210682468 87252591 210682468 854162321
130720900 35302176 130720900 267181374
541379550 517183065 669273627 517183065
7364651 574881104 857470923 574881104
502076754 191591654 502076754 856829597
617240327 15646185 617240327 877509603
493545678 625177079 493545678 850760137
746053531 119195702 746053531 724443598
164113312 339255104 465863275 339255104
61572095 174533228 629315079 174533228
692524107 511617786 692524107 796000500
63678780 235329382 638337875 235329382
263788070 107094082 263788070 465869925
81104223 95771128 81104223 352054346
214394020 652242929 523398287 652242929
283727187 91621887 283727187 888385629
178041092 606703456 551132176 606703456
642402740 517187633 970076883 517187633
246808803 674631085 591708766 674631085
207609779 108447252 207609779 984299469
303587702 327574018 612434328 327574018
132836971 116743937 132836971 765451268
128128818 704348658 847811018 704348658
560418310 313422821 765716487 313422821
177271392 433768962 998267167 433768962
