1000000 1000000 1000
811428 912500 811428 991665
0 583719 502962 583719
2310 525304 809207 525304
193824 358688 927465 358688
532369 46265 532369 637135
138984 430381 571563 430381
328070 334913 962852 334913
242230 147447 242230 702740
706573 24895 706573 708315
89767 452569 607448 452569
448339 748654 663445 748654
361529 279460 361529 722693
108765 877768 997138 877768
39155 307877 293387 307877
588601 153155 588601 733765
101471 552096 806128 552096
573544 97350 573544 984165
17423 503611 407719 503611
62780 776479 478342 776479
195133 371494 995383 371494
519311 602822 970149 602822
456646 127246 456646 775863
455297 169847 455297 998264
111311 525298 931983 525298
126734 512341 748027 512341
53155 77248 257037 77248
351968 226238 754413 226238
199301 555314 979756 555314
472304 33464 472304 714354
303433 585565 622385 585565
34181 311783 126482 311783
305474 240568 305474 630881
14040 34466 14040 932560
332671 144442 332671 658731
451480 209136 451480 354096
201923 47582 201923 472866
519526 507253 519526 914911
284433 217891 771768 217891
426914 73161 426914 260870
43349 52274 43349 479771
285429 31783 285429 890098
27090 703159 611926 703159
344506 211598 990303 211598
176573 32393 176573 960976
558752 438162 945699 438162
50419 320777 415280 320777
242938 328388 242938 901106
186230 259609 323803 259609
134812 112762 134812 911290
841856 170888 841856 707774
322400 194028 322400 262755
310767 102230 310767 975114
10304 89209 367650 89209
104078 180015 509081 180015
538428 247407 732951 247407
558748 310380 558748 720717
121080 408277 925289 408277
351522 494720 351522 570112
56020 924511 740905 924511
120294 617114 470826 617114
727778 349151 727778 981947
142182 501728 772332 501728
448574 459015 957027 459015
70440 293958 231567 293958
274106 782836 813592 782836
537965 253852 537965 473820
100040 413938 304983 413938
15 665388 517702 665388
552023 294815 870325 294815
34868 822411 514932 822411
558912 61181 558912 663181
343470 367764 689409 367764
211322 305519 664221 305519
314052 364616 314052 976387
211153 98690 346951 98690
949562 115779 949562 980166
166402 652489 166402 884139
519780 59851 519780 659657
140145 651227 985768 651227
962004 104720 962004 830965
557431 152648 818734 152648
49575 63250 49575 414596
222765 223576 222765 566379
142898 36610 142898 712940
99909 161696 301971 161696
181334 602319 181334 755970
357875 406251 357875 997058
292587 317444 492103 317444
338069 578102 338069 729000
535116 362507 895862 362507
393132 109401 393132 887215
49979 798026 997960 798026
702152 980336 847838 980336
94051 586030 241209 586030
167490 257516 435545 257516
66335 361028 560123 361028
392793 158368 392793 944155
187503 73185 187503 575340
504411 403365 804949 403365
371150 189635 371150 451289
234410 782647 669948 782647
339567 127321 339567 513508
158993 116819 949392 116819
699622 270700 699622 954881
93598 626385 950005 626385
58931 636111 742186 636111
106530 251410 106530 422506
101699 611740 392585 611740
0 988741 493421 988741
408961 780744 906936 780744
530003 349195 530003 934628
427505 210718 427505 492634
548091 82262 548091 771202
258259 384561 659045 384561
403516 491753 831399 491753
109457 171057 555842 171057
370520 30448 370520 914661
135727 981126 278696 981126
5389 514730 5389 974694
70699 610463 971705 610463
279187 599446 279187 1000000
464117 256729 464117 925069
73839 664402 561129 664402
290320 510849 521242 510849
2071 462167 288543 462167
221781 325101 613991 325101
386703 425591 386703 992996
569842 351824 569842 627180
254944 244067 736284 244067
