1000 1000 1000
681 801 681 913
569 2 733 2
794 372 794 897
230 201 324 201
554 200 554 732
482 310 482 420
138 755 138 782
158 14 684 14
607 25 607 777
114 874 301 874
250 470 745 470
600 49 920 49
9 687 542 687
318 693 653 693
460 191 460 382
834 90 834 865
377 221 377 334
4 362 4 569
275 87 483 87
226 47 861 47
661 359 661 974
615 217 766 217
570 167 570 512
917 505 917 930
131 472 218 472
844 565 844 870
51 549 301 549
309 0 309 78
446 84 682 84
426 181 426 538
23 518 380 518
964 427 964 870
283 717 466 717
771 450 771 876
89 548 220 548
801 334 801 918
261 955 307 955
199 47 199 994
402 13 715 13
143 178 297 178
986 18 986 985
129 617 300 617
329 648 589 648
994 136 994 731
660 534 660 643
888 236 916 236
205 653 884 653
422 390 422 396
912 830 912 985
229 7 229 975
641 82 641 431
660 988 782 988
471 828 471 888
267 13 267 379
655 796 655 882
370 26 983 26
698 516 739 516
212 361 212 574
123 340 998 340
638 300 638 455
438 360 747 360
488 2 488 31
440 921 884 921
183 937 500 937
128 448 742 448
596 410 596 696
677 261 677 340
94 466 94 746
323 418 774 418
627 165 889 165
894 425 894 696
698 517 883 517
673 591 733 591
163 949 944 949
140 464 655 464
577 116 577 890
254 40 927 40
998 225 998 232
150 710 806 710
772 423 772 919
369 173 369 273
165 259 165 489
253 132 253 549
278 378 976 378
547 909 589 909
965 92 965 378
492 100 935 100
564 392 564 620
866 561 866 858
66 628 918 628
346 861 346 963
893 45 893 643
295 566 879 566
315 347 315 571
467 171 467 542
502 21 502 912
943 850 994 850
941 276 941 416
787 375 787 717
277 173 796 173
493 753 994 753
552 416 552 535
524 154 630 154
870 567 942 567
735 146 735 847
501 156 501 997
20 442 866 442
256 8 256 503
93 238 263 238
459 590 459 997
883 459 883 595
498 324 858 324
390 8 969 8
745 586 745 609
128 339 618 339
827 411 845 411
613 457 613 909
668 387 668 399
430 248 430 324
978 116 978 948
38 290 38 979
880 974 915 974
245 127 952 127
528 408 943 408
176 343 176 985
758 343 758 779
6 661 436 661
539 501 716 501
154 455 229 455
178 133 178 964
330 744 960 744
94 394 835 394
22 252 870 252
372 515 803 515
726 789 978 789
452 189 452 805
161 286 176 286
962 360 962 364
626 303 955 303
157 27 157 52
55 880 55 907
255 487 255 685
169 724 391 724
72 143 72 274
416 367 416 381
38 261 886 261
742 666 742 931
837 346 837 706
817 12 817 15
90 499 90 712
383 836 383 900
570 237 706 237
21 35 33 35
965 595 965 877
87 539 857 539
524 702 818 702
418 213 418 517
708 116 708 597
386 748 583 748
804 380 804 997
23 716 859 716
921 130 921 557
344 770 344 890
352 928 352 960
53 576 902 576
465 950 547 950
22 783 836 783
814 699 929 699
666 204 666 862
87 109 411 109
820 390 820 671
521 633 763 633
73 816 881 816
360 69 360 494
355 81 355 967
671 141 671 638
273 221 273 577
141 41 141 961
356 70 356 425
21 93 21 288
855 431 855 754
369 787 369 879
851 364 851 747
337 357 337 928
478 457 784 457
133 551 133 739
157 769 706 769
307 231 307 286
516 557 894 557
848 41 848 496
702 332 888 332
994 866 994 971
553 994 838 994
281 775 778 775
171 267 366 267
263 494 263 738
481 120 481 798
245 29 245 810
921 575 921 620
174 241 174 350
331 929 610 929
378 191 817 191
542 213 932 213
370 491 617 491
403 291 403 328
276 790 276 808
805 158 888 158
197 107 197 973
674 452 674 521
522 903 542 903
114 416 495 416
200 888 334 888
499 225 499 833
752 298 752 618
384 569 384 576
556 489 704 489
908 169 908 863
536 237 536 741
912 201 912 284
203 717 234 717
17 438 849 438
390 71 390 979
318 159 318 167
229 850 879 850
318 397 577 397
358 231 358 407
605 911 850 911
364 318 364 660
16 227 375 227
113 468 699 468
603 459 603 969
897 739 950 739
99 423 456 423
957 221 957 332
2 571 2 582
121 111 333 111
464 532 719 532
474 388 986 388
295 113 295 578
806 207 806 733
569 86 722 86
327 124 892 124
34 171 883 171
538 443 737 443
547 918 927 918
186 477 298 477
622 417 727 417
32 196 32 481
965 454 965 567
542 209 542 904
551 355 551 500
29 88 765 88
552 891 759 891
310 182 465 182
706 37 706 594
456 265 456 345
566 96 566 665
692 285 692 805
967 505 967 720
743 848 743 936
439 93 439 575
510 384 934 384
59 259 59 658
495 10 886 10
220 343 220 889
494 5 494 65
336 69 336 411
961 76 961 993
862 883 862 998
207 498 698 498
514 78 514 437
286 691 886 691
895 484 895 759
691 561 691 865
728 191 728 441
80 900 80 987
272 306 512 306
786 550 786 906
106 753 106 850
410 904 730 904
95 727 95 983
287 79 844 79
509 69 839 69
982 330 982 706
273 763 467 763
942 441 950 441
749 234 749 988
540 229 540 556
109 131 937 131
711 449 711 558
498 104 605 104
169 181 169 185
383 197 878 197
287 250 287 752
441 161 441 651
995 424 995 977
410 150 428 150
132 135 385 135
970 886 1000 886
581 106 581 959
854 638 859 638
977 642 995 642
733 121 733 888
871 853 871 934
465 272 830 272
254 25 254 693
47 80 47 421
29 509 29 946
600 677 904 677
354 233 717 233
234 526 573 526
916 571 916 593
41 513 360 513
497 855 923 855
530 845 530 995
496 124 496 921
221 441 221 470
672 848 837 848
780 522 844 522
359 406 359 460
458 771 620 771
319 268 319 877
92 366 92 987
312 90 312 703
531 12 531 722
635 420 635 426
587 113 587 323
782 705 891 705
618 217 618 815
968 237 968 931
781 307 781 648
984 249 984 904
717 534 788 534
84 802 952 802
736 569 924 569
444 346 444 540
477 16 477 372
749 751 968 751
750 586 991 586
379 313 379 897
712 343 712 869
270 206 779 206
849 80 849 808
0 172 588 172
157 444 157 918
124 276 124 941
53 134 92 134
358 63 636 63
193 246 193 599
292 745 649 745
247 709 953 709
140 533 785 533
365 723 704 723
185 77 185 719
26 446 714 446
372 590 372 950
689 151 689 333
60 357 595 357
286 80 286 632
12 189 843 189
165 785 165 987
259 415 816 415
79 454 79 607
225 82 543 82
87 510 411 510
339 961 339 982
37 317 37 869
886 219 886 891
