1000000000 100 1000
109790116 51 979065423 51
74492854 5 74492854 80
978602949 8 978602949 33
788008170 30 788008170 98
335793055 30 335793055 67
244120440 4 244120440 66
871938225 87 871938225 98
512707155 2 512707155 88
641038954 13 641038954 100
729310952 12 729310952 99
607806171 6 607806171 43
719987395 19 719987395 22
892605054 24 892605054 53
504602705 76 504602705 96
864994260 37 864994260 58
768499777 13 768499777 47
40216721 17 40216721 44
754092911 85 754092911 90
341602998 0 341602998 52
419033463 91 419033463 100
869018034 70 869018034 95
438924091 11 438924091 40
80688512 54 80688512 91
169031772 52 169031772 76
914933180 23 914933180 53
717310971 11 717310971 36
560817038 13 560817038 27
944124086 28 944124086 70
49283764 56 918762626 56
7144965 24 7144965 55
374276108 59 374276108 87
805642736 14 805642736 28
63734279 33 63734279 83
966084637 50 966084637 55
686217058 8 686217058 10
734681151 58 734681151 82
62135612 79 981504924 79
553077906 21 553077906 96
410428747 1 410428747 7
966148900 8 966148900 66
401674043 60 401674043 96
818687714 44 818687714 89
883174303 11 883174303 51
211581481 4 211581481 70
543388449 74 934479590 74
130922964 75 987876000 75
674002470 29 674002470 68
48365790 26 918004101 26
819645492 2 819645492 76
218627439 6 218627439 19
16281373 57 935682375 57
830020675 62 830020675 73
196523701 68 196523701 90
36034048 11 796254402 11
617255774 25 617255774 69
73063007 3 73063007 59
319666051 20 319666051 47
658488131 28 658488131 62
937490871 57 937490871 73
898680594 67 898680594 81
172159449 48 172159449 53
542758845 6 542758845 12
334630601 53 334630601 72
839818944 14 839818944 49
371323148 1 371323148 94
409671099 5 409671099 49
922627198 42 922627198 66
717600868 21 717600868 62
770890616 5 770890616 62
93169299 2 93169299 12
214866296 30 214866296 88
955825911 68 986663657 68
95623987 22 95623987 50
14275272 99 942616845 99
710464920 28 710464920 85
568656400 36 568656400 76
720132032 31 720132032 65
260735744 54 260735744 67
709544289 12 709544289 14
69304933 3 69304933 67
23361287 38 23361287 91
207519372 40 207519372 54
102277122 96 930848125 96
29066578 3 29066578 20
519094112 53 519094112 98
902657237 2 902657237 98
72495113 70 72495113 86
200357301 2 200357301 92
524202996 70 524202996 88
233633996 43 233633996 74
98250259 64 98250259 100
798694964 45 798694964 93
3248659 58 3248659 80
90417787 14 90417787 84
901685562 17 901685562 33
156032796 60 156032796 71
1154556 70 980730382 70
432430369 17 432430369 99
6906233 85 960144437 85
792335371 29 792335371 45
21292445 45 21292445 47
765914781 6 765914781 26
640601965 31 640601965 60
33379113 7 33379113 76
272021598 83 893891431 83
29256172 44 29256172 48
313932254 19 313932254 21
807778785 0 807778785 99
957506360 35 957506360 42
921690535 0 921690535 61
547797054 18 547797054 45
843760024 18 843760024 28
195165211 15 195165211 27
817856923 63 817856923 80
352841602 31 352841602 99
830777433 32 830777433 39
907363699 13 907363699 84
111808574 6 111808574 81
922106709 39 922106709 54
235722803 10 235722803 94
902469047 58 902469047 63
309529307 9 309529307 77
667510478 79 667510478 92
98289385 78 964290434 78
964782429 8 964782429 74
661949413 4 661949413 66
395829417 39 395829417 78
834107140 72 834107140 93
803331866 4 803331866 76
173599396 23 173599396 39
279813889 47 279813889 72
5027135 18 5027135 68
248956301 67 248956301 77
88120386 74 351868304 74
801785548 9 801785548 53
19366269 28 946935429 28
684443235 10 684443235 18
