10000 10000 1000
8139 3828 8619 3828
8403 2819 8403 2874
5967 9686 6373 9686
8499 1642 8499 1757
9417 5410 9417 6294
3734 6021 3734 6690
4817 4677 4817 4820
1336 8302 1336 8715
9085 9563 9945 9563
8190 6357 8335 6357
8197 965 8816 965
871 3723 1735 3723
3506 7466 4485 7466
2520 7515 2520 8131
7622 8818 7622 9299
9635 500 9769 500
6822 298 7800 298
5263 564 5263 715
2554 7011 2554 8001
5610 9632 5610 9949
2942 7555 2942 8336
6211 9025 6211 9899
8258 8527 9087 8527
2441 1173 2994 1173
4364 1917 4425 1917
2219 8054 3185 8054
6493 5736 6493 6173
6085 1494 6538 1494
6484 1411 7078 1411
2478 499 2478 1439
184 390 939 390
9879 3614 9879 3706
9371 9488 9477 9488
6789 8011 6789 8599
2275 1296 2275 1713
9064 9712 9934 9712
7605 6136 7605 6975
5776 9235 5776 9546
2075 9148 2515 9148
1327 9755 1327 9970
4297 7484 4936 7484
5591 4041 5591 4735
7957 7137 8047 7137
434 780 434 981
1528 4363 1528 4609
9464 4903 9827 4903
307 3019 512 3019
1182 581 1529 581
8708 4284 8708 4397
6700 36 6700 328
7600 4893 8491 4893
6913 3429 7282 3429
5969 528 5969 1020
2038 1428 2894 1428
9300 5023 9300 5639
530 6099 905 6099
4961 6679 4961 6826
7208 5471 7703 5471
1993 2433 2753 2433
5525 5060 6407 5060
2059 9268 2059 9426
3308 5219 3308 5846
7686 2051 8223 2051
4018 1394 4406 1394
4794 2096 4794 2291
9467 6556 9467 6813
1147 1776 1323 1776
8284 4155 8284 5076
6499 3424 6499 4024
3308 9827 4182 9827
1770 616 1770 1334
6067 2329 6574 2329
9504 5137 9504 6128
6473 2640 6473 3145
1236 1736 1654 1736
4875 9321 4875 9607
4297 7690 4297 7703
4644 7489 4644 7986
5027 8613 5482 8613
8030 7085 8135 7085
4446 1908 4866 1908
3206 6623 3299 6623
8742 9755 9609 9755
6899 7477 6899 7679
3357 2852 3357 3411
7372 4505 7934 4505
495 949 495 1165
4772 5203 4772 5288
661 3083 661 3801
6131 9792 6131 9910
5444 4137 6236 4137
9676 433 9676 841
1089 2638 1243 2638
1151 6359 1970 6359
5780 4737 5780 5397
7636 9863 8425 9863
9011 260 9140 260
9449 9277 9449 9333
9032 990 9224 990
3478 2199 4079 2199
8605 4999 8605 5261
2022 7582 2022 7690
7776 6 7776 430
9750 3260 9812 3260
1090 2386 1812 2386
2520 3790 2520 3859
1977 9292 2142 9292
349 6671 909 6671
4175 8249 4175 8519
4505 5745 4505 5846
3285 2501 3285 2754
1437 6537 1715 6537
8523 1350 8523 1958
797 911 1138 911
183 3687 274 3687
5460 6228 5460 6401
3130 3141 3130 3413
3336 4871 4165 4871
2885 2357 3529 2357
1766 8359 1766 9100
9776 6917 9776 7710
9664 2410 9664 2915
2346 9493 3306 9493
3727 6155 4436 6155
4078 9514 4078 9898
1825 3903 1825 4878
4816 3077 4816 3750
3654 9192 3654 9937
7741 8062 7741 8511
4501 7065 4501 7108
4333 666 4333 1338
3911 6544 4545 6544
4220 9531 4310 9531
9522 1324 9522 2273
647 8800 758 8800
462 2063 462 2892
8662 7542 8662 7846
8088 5428 8088 6213
4711 4026 4990 4026
5440 1088 5440 1639
3504 6397 3874 6397
1817 7256 1817 8161
8092 3497 8092 3721
951 5598 1176 5598
6190 4432 6954 4432
5005 1160 5141 1160
8510 4455 8510 4945
7562 4115 8435 4115
7286 8897 8129 8897
3289 8024 3567 8024
9498 1297 9980 1297
1331 4465 1331 4646
2756 3342 2756 3524
8722 4021 8869 4021
1442 205 1442 702
128 5355 128 5692
366 8356 1154 8356
4986 6244 4986 6395
3299 1009 4188 1009
5187 8774 5187 9609
4586 8066 5412 8066
1780 9257 1780 9749
8508 2407 8508 2649
200 1297 200 1676
8240 2850 8240 3292
9256 8590 9286 8590
6955 1023 6955 1533
8010 2128 8802 2128
5385 6563 5623 6563
9970 4291 9990 4291
9088 6902 9088 7730
3385 8204 4252 8204
1485 7105 1485 7480
