1000000 1000000 1000
408791 45133 408791 550292
81017 183437 946973 183437
369494 439156 369494 975971
76408 899008 859959 899008
432332 151028 955558 151028
160199 257738 797897 257738
50482 429341 817088 429341
32000 555203 556868 555203
464392 592142 995721 592142
67567 768417 722721 768417
175564 79131 894378 79131
417123 120085 951734 120085
143119 172251 143119 747308
930604 271286 930604 856697
63533 979152 800050 979152
415054 466009 982723 466009
448423 197254 448423 923260
619186 308694 619186 940471
466170 874877 982650 874877
145033 360526 145033 915489
649307 152973 649307 954508
622975 89029 622975 792018
27775 537760 999980 537760
347388 119276 929065 119276
237640 515463 878467 515463
387819 312843 948731 312843
791461 346596 791461 954895
396500 42379 396500 571150
684542 262703 684542 837042
126032 456249 701312 456249
685130 52381 685130 819156
811018 42694 811018 820325
279807 127082 279807 869899
485747 560347 990804 560347
175519 440021 803279 440021
406528 660678 988926 660678
177150 967079 693102 967079
469492 407339 469492 996988
207734 224152 807312 224152
63886 321728 63886 935190
942195 413569 942195 950669
225547 961358 752733 961358
35777 881874 710769 881874
286522 803621 937902 803621
433553 789800 967366 789800
462153 102612 974135 102612
383636 277400 958653 277400
158224 599501 660505 599501
889296 9238 889296 779146
353480 556882 958750 556882
395209 572375 944586 572375
228768 258112 972412 258112
395071 422796 985055 422796
363822 128621 363822 893717
401108 125778 989839 125778
681627 174811 681627 920084
924712 381193 924712 966480
16433 981038 764782 981038
327665 715128 948931 715128
332825 390636 332825 939735
442567 174192 959124 174192
665363 332390 665363 850436
285965 513914 844006 513914
433546 232241 433546 889318
84657 314765 84657 967232
8482 769510 988304 769510
646277 300688 646277 928268
434381 567009 964575 567009
935568 394173 935568 923868
883619 118890 883619 804449
145683 668255 949593 668255
40957 563984 899570 563984
153466 614254 901094 614254
279557 983639 869018 983639
17933 115069 636188 115069
234577 690223 865460 690223
451457 717388 982826 717388
415390 807342 955108 807342
109587 86470 109587 796793
708181 182095 708181 784889
429848 86082 989213 86082
16906 434887 16906 949169
520736 176297 520736 716545
412059 224375 412059 750626
331829 69996 331829 726255
193725 346037 731707 346037
520954 154132 520954 695179
211683 518100 740949 518100
145763 157556 145763 890519
244798 697076 924081 697076
526666 96940 526666 612166
64531 320806 64531 919215
405537 821978 963893 821978
413003 144891 413003 830556
275267 362741 275267 960810
265830 476259 874364 476259
626565 178090 626565 688106
31168 454076 31168 975649
88599 240595 969303 240595
457516 306824 998894 306824
17970 135459 17970 974340
