1000 1000 100
17 471 249 471
196 109 196 958
49 508 319 508
374 994 495 994
816 583 816 903
543 168 975 168
641 405 641 985
675 13 995 13
5 7 795 7
927 44 927 503
997 163 997 205
874 293 907 293
159 131 159 466
214 796 958 796
275 938 908 938
390 30 390 978
527 29 527 511
426 61 799 61
458 820 849 820
759 536 759 717
43 121 43 175
252 166 470 166
30 233 228 233
538 499 538 512
322 400 561 400
466 440 466 612
170 535 170 695
592 604 644 604
629 499 629 969
379 140 379 943
859 187 859 315
898 51 898 950
275 9 275 44
613 13 613 676
152 782 152 783
893 81 893 489
53 104 387 104
620 293 620 673
676 688 676 706
967 340 967 699
273 95 273 476
999 698 999 746
95 43 95 494
4 370 4 633
821 153 821 768
707 43 914 43
790 898 967 898
745 457 745 850
109 165 109 248
850 798 979 798
844 150 844 823
418 536 900 536
122 797 745 797
251 625 815 625
298 827 342 827
256 10 678 10
43 915 535 915
6 608 456 608
955 87 955 274
650 275 674 275
686 881 737 881
139 195 139 397
294 13 428 13
63 241 342 241
309 905 565 905
930 116 930 452
126 143 837 143
301 385 301 825
672 196 983 196
881 561 881 832
471 520 608 520
758 584 758 797
404 372 956 372
599 241 599 615
19 950 864 950
210 195 586 195
150 686 971 686
487 544 562 544
777 78 777 119
866 117 866 190
886 467 966 467
499 187 499 644
24 319 258 319
136 207 136 414
837 246 837 847
880 31 880 698
71 873 71 972
982 421 982 720
467 412 856 412
604 129 604 469
904 354 935 354
266 940 270 940
22 679 22 979
65 316 236 316
173 590 800 590
966 234 966 998
97 128 354 128
890 51 890 139
112 96 112 455
220 744 564 744
