10000 100 100
1686 48 3729 48
4730 28 4730 85
1103 4 4495 4
1098 32 1098 87
4201 62 4201 90
919 70 919 73
5485 39 5485 54
2312 19 2312 84
146 39 146 64
2929 28 6038 28
1733 41 1733 100
8692 23 8692 97
6998 67 9694 67
6263 51 6263 74
2758 79 5349 79
2210 90 7039 90
8553 15 8553 43
65 26 65 61
4754 36 6688 36
1939 74 1939 84
8435 24 8435 77
4225 18 4225 20
7227 82 7227 88
2159 0 2159 2
8803 61 8803 81
1678 81 3948 81
230 33 6044 33
7922 30 7922 34
4571 22 6142 22
4027 75 4027 87
4322 39 4322 60
1111 13 1111 57
2821 9 7072 9
1664 26 1764 26
918 1 918 58
5234 4 7149 4
3374 11 3374 87
1935 25 1935 53
598 58 598 87
2120 58 2689 58
7761 69 8226 69
7745 47 9759 47
1635 82 1878 82
1510 88 3301 88
8477 44 8477 81
7895 45 7895 88
9637 15 9637 59
2824 49 9954 49
2809 14 2809 33
584 94 7101 94
1164 63 9454 63
6303 69 6303 86
6305 41 7512 41
9122 86 9735 86
2126 13 5824 13
5117 79 5117 93
2359 21 2359 76
8900 80 8900 82
2765 25 2765 71
7034 78 8695 78
7314 11 8134 11
161 0 161 96
5509 15 7834 15
1504 72 1504 98
3178 13 3178 80
8668 17 8964 17
8833 22 8833 79
4799 53 4799 100
6720 1 8208 1
8311 14 8800 14
3629 45 9899 45
4938 54 4938 96
7015 34 7015 86
2754 83 7574 83
2633 10 7133 10
1454 11 1454 95
4348 89 8226 89
6961 9 6961 27
6455 45 6455 51
6962 20 8960 20
7913 32 7913 38
3398 82 8390 82
7721 0 7721 35
6261 37 6261 82
1347 6 1347 96
2628 16 3440 16
9416 12 9416 91
4455 18 4455 39
3753 60 9118 60
2858 14 2858 18
7297 44 7297 95
6461 8 6461 15
2531 24 2531 78
1543 14 1543 63
5144 19 5144 75
1251 42 7806 42
1952 11 1952 82
9790 22 9790 39
813 18 4789 18
150 98 6183 98
