1000000 1000000 1000
390996 740511 901596 740511
310690 166566 684247 166566
508225 705770 508225 967178
281937 545668 281937 788224
335476 936453 404508 936453
610408 24143 610408 465711
429068 144415 429068 469720
684242 144518 684242 498073
60124 566882 60124 894880
558275 641968 675684 641968
995693 161818 995693 919045
385307 807328 913611 807328
276472 98773 884340 98773
755406 82677 864333 82677
482710 177907 482710 582910
826973 574436 826973 811854
110510 443819 110510 699886
19527 13275 237798 13275
72284 407389 229278 407389
693572 961408 809772 961408
532622 22643 532622 119142
253194 271287 500432 271287
278593 499910 278593 966271
208243 33667 208243 375324
174444 80924 693676 80924
494362 958802 743224 958802
128674 649049 596913 649049
698957 475051 801916 475051
218444 891370 255111 891370
473581 395954 473581 744600
792758 278999 853485 278999
734753 231335 734753 397800
135544 303590 135544 666934
713873 907784 713873 912663
60648 820449 286570 820449
297463 320023 297463 767616
587 434958 587 499921
816407 987619 879885 987619
251332 416903 256634 416903
687705 331411 687705 560405
179975 2338 179975 464962
720324 504508 720324 922061
344758 988039 877389 988039
227958 343263 889707 343263
765792 84632 765792 324306
366081 981149 943722 981149
776384 42649 776384 420423
644925 44425 644925 332566
160601 158584 160601 261022
281293 552684 946278 552684
535903 377708 792151 377708
185853 591814 761316 591814
159477 780743 812106 780743
16692 842698 321778 842698
675299 102631 803339 102631
194913 98819 644674 98819
648781 82034 762787 82034
201723 23920 671708 23920
250402 553844 309131 553844
123558 554914 689142 554914
127808 16373 127808 239981
86435 310208 86435 585156
610405 221219 610405 667191
233681 101053 233681 978436
907157 500923 907157 594087
141057 293834 141057 463045
782063 850471 823984 850471
858543 458525 969644 458525
854977 288865 854977 789654
648159 476828 934325 476828
39859 345195 39859 623299
234084 137853 837690 137853
416150 128627 465754 128627
150674 312018 150674 398990
270807 231899 605727 231899
133188 96260 478942 96260
13528 11255 779239 11255
59911 796651 497338 796651
188211 556113 188211 742938
91366 691662 861583 691662
648389 296144 648389 458386
267111 314755 267111 493046
447069 129506 780781 129506
25523 470731 373799 470731
122460 730996 695134 730996
84912 197869 653217 197869
419993 201940 676377 201940
785905 60587 785905 718368
90149 338933 549991 338933
457084 445793 457084 690670
179177 256768 179177 915344
52607 655160 779531 655160
300422 140297 910260 140297
113496 38388 113496 490683
629286 260779 629286 949324
815668 261657 815668 737052
169398 254041 320927 254041
28440 337412 28440 475322
632548 80631 632548 701407
347629 708221 347629 955095
485421 879018 546261 879018
530208 799975 530208 813975
529147 363571 865059 363571
504674 344507 888532 344507
25314 614501 25314 643851
58381 489700 58381 584114
580500 648506 580500 841038
61160 211221 357116 211221
427586 105058 779401 105058
20240 607030 573010 607030
948695 564529 948695 727587
232517 49800 232517 295014
535828 691407 867035 691407
592826 71470 592826 441388
204109 850885 204109 935202
158588 339842 406133 339842
164612 753651 539924 753651
104877 453185 314443 453185
616458 81743 616458 83142
880531 282842 880531 932674
275980 341579 534022 341579
181506 202563 864314 202563
719481 490737 794049 490737
101373 13872 101373 395211
966223 276638 966223 489439
565056 781069 581263 781069
678670 70004 678670 812762
774166 106819 774166 552124
607931 259260 607931 571760
25303 222473 25303 338454
815041 565470 815041 620013
359494 681344 845375 681344
391229 70136 391229 128213
364529 223942 364529 463768
540007 545685 632198 545685
261506 246346 261506 527047
281967 33624 281967 148051
66872 229660 394948 229660
