1000000000 1000000000 100000
198488448 135846402 198488448 939960811
216575127 882400098 500606342 882400098
881816213 728736705 996114417 728736705
563689512 139061825 563689512 534776642
268709174 156601422 889959871 156601422
389227672 2629736 389227672 707112635
386154600 181453598 840830439 181453598
579130345 116558491 909026242 116558491
325765075 406959055 921122654 406959055
598217639 34948689 598217639 865465011
57899850 111239151 964701479 111239151
124844286 616147466 953404901 616147466
111404410 381170451 512374231 381170451
99453678 150261985 854776662 150261985
89934558 627851518 385009325 627851518
116518828 350958322 763439964 350958322
484805358 635760153 484805358 904298379
396580965 258235836 792328994 258235836
526209811 169183236 526209811 986565434
232247297 6760328 232247297 585922503
509605681 781813350 509605681 915907919
100641570 188937149 966414706 188937149
441824505 128988151 441824505 983604848
32027345 422510480 497690054 422510480
378066733 66762027 378066733 548465414
134408388 40718214 134408388 855572701
272968400 547805701 633804713 547805701
310658126 9268330 310658126 908487543
358740748 335084070 588730260 335084070
257925043 394646798 257925043 852068430
881444561 351562878 881444561 965461875
775911124 16326260 775911124 657041268
376988045 235258305 793440575 235258305
628839498 318881780 628839498 836838940
150454029 346448853 785217611 346448853
699337872 11236717 824504209 11236717
146223335 289778902 146223335 970540737
125792394 383150884 391976411 383150884
352575188 128537143 352575188 214929690
312919443 410792580 312919443 881826691
712176661 93521493 712176661 579045872
454041124 23254629 454041124 462496133
58474151 145609065 58474151 794422781
103006059 302992572 618201868 302992572
702317982 42905897 702317982 720891225
91976865 86278892 91976865 289077530
159419277 409366106 860593800 409366106
108351908 110438620 724804479 110438620
30996120 609250880 318834547 609250880
685184399 95678219 685184399 763964464
767081963 272937151 767081963 775798996
230752640 422563732 825160647 422563732
729205533 45562340 729205533 462582464
344959079 542641501 615430166 542641501
446158321 207281536 446158321 890094590
745702768 62565419 745702768 678719524
662563374 228376943 662563374 888506923
115081959 61282454 115081959 931845491
615092048 266068774 615092048 924324390
235990547 576737332 994849480 576737332
82976367 469433720 590384107 469433720
367445623 137598725 367445623 621114072
443470787 32669072 443470787 839889224
566605236 147660137 566605236 485961535
627395089 231091019 627395089 958070071
231694202 270359617 972526389 270359617
42162080 604961124 819931696 604961124
194666131 169230220 194666131 539479038
210228641 79829701 773183088 79829701
566468751 55888165 566468751 234303664
444645253 128333212 444645253 483889079
237565048 391414147 237565048 729370066
326241819 407489806 799087900 407489806
513327942 211955240 513327942 381281488
850232503 125978955 850232503 751706804
74802098 73869437 505423194 73869437
915387998 490541069 915387998 646367109
229055933 73216911 229055933 694647903
586834774 49246534 586834774 966699005
41449713 650899387 798523335 650899387
