1000 1000 500
585 56 585 801
152 785 470 785
273 498 851 498
484 304 703 304
79 731 984 731
774 825 774 865
475 110 727 110
387 768 387 901
564 265 564 866
248 729 974 729
713 55 713 490
632 869 1000 869
235 585 918 585
601 272 928 272
747 177 747 895
695 192 695 966
517 15 517 357
132 571 602 571
832 218 901 218
168 349 168 657
519 177 764 177
220 438 220 827
130 489 408 489
308 244 308 936
108 235 407 235
738 78 738 751
32 178 734 178
466 334 713 334
420 583 420 956
919 131 919 960
386 570 700 570
1 532 951 532
663 412 663 758
16 689 864 689
867 368 867 985
250 41 250 944
394 19 394 804
213 582 839 582
240 132 553 132
748 8 748 529
488 50 488 679
454 337 454 781
29 558 777 558
214 719 885 719
890 120 890 998
449 30 979 30
495 712 495 1000
866 9 866 224
494 657 494 798
0 57 970 57
523 733 523 920
305 482 994 482
662 414 662 850
455 88 455 952
694 165 694 898
253 13 253 1000
513 70 513 336
234 313 234 978
632 471 1000 471
608 47 608 947
380 138 380 899
73 8 73 645
548 180 680 180
626 328 907 328
0 946 674 946
32 501 32 651
444 9 444 962
311 745 612 745
28 699 930 699
236 715 773 715
283 424 283 676
204 179 744 179
315 78 595 78
883 157 883 901
247 423 854 423
35 255 850 255
554 20 664 20
116 316 807 316
653 13 653 930
139 303 708 303
751 3 751 955
86 653 575 653
344 233 344 872
358 488 567 488
262 141 262 531
490 839 979 839
11 913 583 913
56 797 938 797
582 102 582 612
581 0 581 758
791 257 791 964
12 124 12 727
58 651 670 651
472 447 472 828
909 367 909 674
348 413 348 962
530 165 530 724
700 4 700 275
365 667 756 667
787 235 787 722
311 669 311 878
298 527 875 527
443 29 443 907
16 629 947 629
283 940 866 940
241 288 241 958
212 409 618 409
297 805 881 805
904 518 904 803
703 125 703 925
178 697 928 697
159 133 159 816
496 678 646 678
107 470 849 470
349 327 728 327
223 353 223 674
287 769 577 769
106 419 971 419
601 885 979 885
158 783 931 783
306 893 666 893
830 43 830 724
457 18 457 1000
682 204 682 850
847 244 954 244
547 60 547 911
497 968 885 968
231 102 231 317
221 440 961 440
17 549 929 549
54 186 1000 186
549 369 549 996
406 484 406 950
2 664 897 664
384 197 951 197
730 174 730 867
843 436 843 506
528 135 528 904
796 947 961 947
205 342 917 342
465 505 1000 505
821 673 821 963
138 71 138 379
71 961 385 961
9 331 823 331
470 12 470 983
9 612 391 612
594 302 594 782
118 158 118 1000
515 988 995 988
4 702 803 702
437 13 437 588
557 318 557 870
645 165 939 165
864 0 864 223
790 139 790 998
0 723 485 723
850 58 850 890
187 675 937 675
671 150 671 919
551 49 551 979
248 252 248 996
60 305 685 305
651 684 651 905
512 13 512 243
94 714 956 714
341 694 830 694
678 596 678 944
676 284 676 760
805 25 805 382
400 694 400 902
213 833 907 833
486 332 486 978
319 865 944 865
736 778 736 946
45 889 917 889
112 638 328 638
886 10 886 666
0 657 66 657
529 174 529 919
327 106 327 652
624 73 624 478
47 891 920 891
175 831 906 831
119 476 119 976
359 98 898 98
43 654 984 654
592 692 892 692
680 15 680 734
37 543 863 543
181 7 181 415
311 351 311 462
800 19 800 160
60 246 962 246
561 7 561 924
341 17 341 392
531 1 531 494
493 11 922 11
630 848 630 994
115 466 115 718
371 668 711 668
126 364 728 364
169 516 931 516
208 818 920 818
91 176 966 176
313 499 313 876
706 4 932 4
384 170 384 270
268 483 913 483
693 522 693 763
183 720 458 720
590 38 590 299
655 78 911 78
433 41 433 619
72 588 810 588
694 962 1000 962
246 227 925 227
174 263 974 263
132 519 913 519
866 946 981 946
283 146 778 146
282 266 831 266
901 463 901 511
848 17 848 996
355 896 622 896
159 721 981 721
