48 733 88
5 70 21 70
4 418 35 418
30 113 30 610
12 496 14 496
21 689 31 689
10 608 32 608
8 137 8 170
18 446 35 446
32 339 32 422
19 43 19 352
5 83 44 83
5 190 5 269
3 730 8 730
38 562 38 670
41 454 46 454
6 365 15 365
23 313 23 433
2 109 5 109
25 21 43 21
26 235 34 235
18 2 18 709
4 699 12 699
6 583 15 583
11 246 11 379
21 224 41 224
36 84 37 84
11 677 11 726
13 404 37 404
33 659 47 659
6 465 19 465
15 27 38 27
34 12 34 199
9 481 44 481
6 323 34 323
16 321 16 608
3 7 3 677
44 447 44 699
15 13 15 592
1 696 2 696
1 194 1 590
1 282 41 282
36 551 36 626
46 354 47 354
35 171 44 171
15 344 48 344
40 612 40 727
11 650 37 650
41 592 41 593
10 60 10 199
23 467 23 632
41 282 41 547
7 256 34 256
14 273 14 643
15 526 28 526
6 483 41 483
3 64 25 64
10 212 10 257
1 221 44 221
20 427 20 721
16 301 18 301
7 563 36 563
1 457 13 457
26 456 31 456
0 330 34 330
23 316 31 316
16 661 24 661
26 68 43 68
47 392 47 692
38 673 40 673
11 258 43 258
37 123 37 344
21 242 21 313
8 624 18 624
2 692 31 692
6 517 48 517
12 278 12 666
28 344 28 641
4 452 7 452
8 539 42 539
18 109 35 109
20 40 20 403
26 99 26 530
5 543 16 543
7 197 8 197
38 102 38 548
19 690 37 690
18 632 36 632
39 67 39 427
