1000000000 1000000000 100000
726379710 0 726379710 999999998
804109702 1 804109702 999999999
1 642465132 999999998 642465132
277092354 2 277092354 1000000000
0 457166979 999999998 457166979
877351195 1 877351195 1000000000
317575995 2 317575995 1000000000
1 657364554 999999998 657364554
688387004 0 688387004 999999997
590027657 2 590027657 1000000000
3 251406922 1000000000 251406922
3 664099850 1000000000 664099850
633505876 3 633505876 1000000000
1 455835225 999999998 455835225
951369734 3 951369734 1000000000
1 811871164 999999999 811871164
888218916 2 888218916 1000000000
715981376 3 715981376 1000000000
786317527 1 786317527 1000000000
956340661 1 956340661 999999998
1 12716863 1000000000 12716863
2 18504752 1000000000 18504752
3 915214655 1000000000 915214655
537716568 1 537716568 999999998
2 410597051 1000000000 410597051
1 682213776 999999999 682213776
2 31647969 999999999 31647969
430026855 1 430026855 999999998
1 681926879 1000000000 681926879
778232645 2 778232645 999999999
176355325 2 176355325 1000000000
2 669163760 1000000000 669163760
940993980 2 940993980 999999999
470915975 3 470915975 1000000000
174045066 1 174045066 999999998
992875884 1 992875884 999999998
3 550101431 1000000000 550101431
0 226699405 999999998 226699405
1 225105794 1000000000 225105794
3 615742263 1000000000 615742263
0 919164199 999999997 919164199
188563223 0 188563223 999999999
3 262526367 1000000000 262526367
212477961 1 212477961 999999999
935891355 2 935891355 999999999
935092968 0 935092968 999999999
482061195 0 482061195 999999998
2 454381794 1000000000 454381794
828145829 1 828145829 999999998
287307883 0 287307883 999999998
911566730 3 911566730 1000000000
0 9636042 999999997 9636042
1 239076923 1000000000 239076923
2 795265015 1000000000 795265015
995821667 3 995821667 1000000000
1 841925611 1000000000 841925611
0 481603088 999999998 481603088
232517041 3 232517041 1000000000
462295501 0 462295501 999999999
0 806368733 999999998 806368733
132910718 3 132910718 1000000000
2 993305629 999999999 993305629
1 471817583 999999999 471817583
2 130575183 999999999 130575183
1 837647189 999999999 837647189
3 72177232 1000000000 72177232
1 305318904 999999998 305318904
0 574964441 999999999 574964441
838410837 0 838410837 999999999
338862739 3 338862739 1000000000
0 501270823 999999999 501270823
779501474 2 779501474 999999999
102296181 2 102296181 1000000000
0 637980655 999999998 637980655
2 203591873 1000000000 203591873
132368801 0 132368801 999999999
0 121379158 999999998 121379158
0 235243602 999999997 235243602
818708409 3 818708409 1000000000
123030365 2 123030365 999999999
1 629554718 1000000000 629554718
1 866381939 999999999 866381939
