1000000000 1000000000 100000
496174645 53878327 496174645 761086918
458034252 845827054 894890341 845827054
222261942 165479104 733410574 165479104
272002057 209621102 272002057 811483523
468273507 109956395 848373771 109956395
255931081 622924699 956173619 622924699
753420420 323195887 753420420 760471775
41756265 791158952 844883479 791158952
482254851 974372828 876588921 974372828
106052696 486454036 579667242 486454036
979893710 454545319 979893710 922984311
323140754 431225513 323140754 913078578
535955289 339498597 535955289 733638417
596716454 54154002 927850997 54154002
14152346 25710063 14152346 740578650
603176851 417129225 603176851 753847545
642774337 419344349 993716430 419344349
172594136 579004586 491444107 579004586
10642793 674084858 10642793 996764278
59195163 626607253 534972130 626607253
11359899 232128839 491521511 232128839
297569917 484165809 297569917 895945976
905742570 367997911 905742570 859493925
94272815 312027276 737864424 312027276
14270807 609760868 823121658 609760868
90379386 75294289 457939858 75294289
168294975 89790845 168294975 883746323
292213012 816309059 894495121 816309059
583742260 364236441 921455865 364236441
601830383 392820708 982933057 392820708
606596685 476926320 959491762 476926320
53951798 353896264 53951798 947423935
19119243 226602625 389793168 226602625
62586918 733060301 731565038 733060301
159908628 566773017 515890645 566773017
215098819 375960079 215098819 914009944
682046108 571329833 682046108 977178382
45670521 588748772 477683999 588748772
487886689 347639030 856181786 347639030
47829827 63201857 700327036 63201857
451825701 58666783 451825701 498996126
82086946 53639560 723650244 53639560
103129447 424788518 103129447 803463754
611272353 292572043 611272353 925345517
332243901 324462760 871429523 324462760
620520144 394937292 963637636 394937292
239067104 147282693 239067104 515587540
475357934 38476711 475357934 494468718
578781790 103201969 879486777 103201969
1159840 62501044 543100069 62501044
275865426 796609910 979461219 796609910
531785557 483969080 531785557 810801460
572597897 988617722 925374151 988617722
150858816 640864634 150858816 952075088
596946412 536982265 960779003 536982265
150514900 814274100 577653389 814274100
282567624 271543299 282567624 731171068
75262409 410336010 747296123 410336010
260780183 405466412 260780183 974968931
474358760 782701561 838537446 782701561
828415485 13997729 828415485 413604371
447428482 242422144 447428482 828253542
839887277 338376974 839887277 994946240
472844241 620247355 905887729 620247355
578982117 166607667 578982117 795829631
16188609 537849155 16188609 885426650
666324030 680386058 666324030 981372624
321361403 128798746 321361403 441658563
906162234 290870276 906162234 952318287
509381752 253213637 509381752 564063024
285558818 122529216 285558818 553175655
629781435 504693333 985987226 504693333
462223533 114292537 996096110 114292537
177340405 572973861 177340405 948256143
308647638 905397905 636158081 905397905
615256823 734513175 962627208 734513175
425945516 179405187 425945516 840891716
443212171 185016562 956098794 185016562
68772493 30499682 68772493 538521146
417351288 531830189 417351288 967438398
381355640 860559497 909723706 860559497
472200262 626751341 817673790 626751341
26215956 622213446 909691431 622213446
257268349 327981411 579395294 327981411
56395748 29495614 56395748 748332280
12356603 328357787 12356603 898651304
322785613 29963397 643647087 29963397
515701705 302270557 848504768 302270557
241802147 528857010 241802147 891307169
