1000000000 1000000000 100000
401874246 172024103 401874291 172024103
26776320 393856251 950204967 393856251
35959589 433868990 996793172 433868990
761438145 86857313 761438145 998203236
776736552 601067277 776736561 601067277
211505305 203184857 211505305 203184891
451791475 310325602 451791478 310325602
714786149 335043245 714786149 335043304
67071823 97525873 67071823 999777431
745678711 510205473 745678731 510205473
61015328 389917436 987234648 389917436
61374755 525668483 986717193 525668483
653472697 66843753 653472697 992003373
295165407 177560045 295165407 177560049
410420041 750593124 410420041 750593183
231770170 51448115 231770170 959721953
45455976 974352771 976901550 974352771
514584756 266603032 514584756 266603095
49368519 384571797 984614690 384571797
561556325 98390116 561556325 98390184
446176646 71405552 446176646 971791099
504503607 208110562 504503607 208110597
21673481 219600235 958731894 219600235
47569723 853454425 974219162 853454425
616351779 599747962 616351779 599748041
808530106 75650307 808530106 992667653
54590216 209910035 983461587 209910035
764739316 27911285 764739316 973200484
742612735 654291300 742612735 654291393
173377119 357547427 173377121 357547427
758417380 954352236 758417416 954352236
7964183 799493168 911429835 799493168
778219336 158732551 778219412 158732551
27135482 322721854 985783339 322721854
565668420 695050 565668420 914937896
66649345 600936234 986376436 600936234
68771220 63197236 980850677 63197236
8434587 155217044 978436749 155217044
262616966 645023569 262617019 645023569
55552785 173114011 969893543 173114011
95313401 388899547 997881199 388899547
348219633 106116574 348219692 106116574
463946721 47433886 463946721 999666259
18356997 813127914 951152337 813127914
339339566 85920893 339339566 993974251
4541853 193648261 918556421 193648261
204554571 580773827 204554611 580773827
36180518 295597531 990581340 295597531
489060645 21147260 489060645 974740231
514678985 157263999 514678985 157264043
24885071 22526905 958939550 22526905
150458435 518598307 150458435 518598376
131838111 866912324 131838111 866912383
119407203 960754682 119407271 960754682
30327606 110074351 937707183 110074351
720363849 19388668 720363849 973627585
778297575 60724660 778297575 987020600
786147379 905096213 786147427 905096213
655062726 787876756 655062726 787876834
30072882 20275803 30072882 996125646
839957657 617051242 839957657 617051325
575426 680812661 954379616 680812661
31503139 98938374 31503139 98938389
508411686 369652146 508411780 369652146
455077687 775953165 455077698 775953165
625320421 355438077 625320421 355438093
877802363 777464316 877802452 777464316
277240573 37534194 277240573 989090864
393539497 629718946 393539497 629718962
254419783 88915397 254419783 997187508
82207685 507677111 997747510 507677111
28926778 52050823 973932101 52050823
17954000 674877957 986583808 674877957
139243928 43011379 139243928 955569734
561745357 731785357 561745357 731785374
297649930 67480108 297649930 994449261
690859085 6571022 690859085 993962075
25953352 168225839 956579409 168225839
978119834 591122395 978119906 591122395
311460387 2777419 311460387 951931393
185804025 82777138 185804025 996305677
918048710 731441024 918048710 731441085
165027598 57458696 165027598 995852596
47104272 618495455 974207995 618495455
