1000000000 1000000000 100000
100 968244201 1000000000 968244201
705814859 86 705814859 999999997
622994297 23 622994297 999999974
258904658 71 258904658 999999988
27 722569792 999999993 722569792
9 933201150 999999934 933201150
59 301758967 999999995 301758967
593500923 60 593500923 999999984
59 36171846 999999997 36171846
86 239459273 999999988 239459273
100 897959664 1000000000 897959664
100 983734901 1000000000 983734901
117705372 33 117705372 999999948
35 489971341 999999995 489971341
76 800779296 999999976 800779296
76 610504592 999999983 610504592
683189989 51 683189989 999999971
10784072 94 10784072 999999994
15 896977373 999999917 896977373
426752226 62 426752226 999999964
715901736 78 715901736 999999990
92 645728394 999999996 645728394
27 185338819 999999969 185338819
653113171 52 653113171 999999978
41 860661406 999999975 860661406
30 100047268 999999976 100047268
80 280976097 999999987 280976097
472147370 73 472147370 999999978
34 294911519 999999935 294911519
53 855055748 999999995 855055748
366498955 5 366498955 999999973
26 202135972 999999954 202135972
315241254 87 315241254 999999998
52 814639647 999999962 814639647
770924340 26 770924340 999999931
894655924 74 894655924 999999974
819024355 99 819024355 1000000000
44 43175837 999999960 43175837
58 179830095 999999996 179830095
912059363 26 912059363 999999976
50 564698936 999999975 564698936
64 444975285 999999997 444975285
639334311 59 639334311 999999965
7 712728484 999999992 712728484
674496687 25 674496687 999999939
45 516524205 999999970 516524205
423546405 79 423546405 999999989
881870948 57 881870948 999999980
45 765687699 999999951 765687699
69 831285777 999999971 831285777
411319964 3 411319964 999999927
559208912 87 559208912 999999992
72145149 27 72145149 999999980
16 406032402 999999925 406032402
515445086 66 515445086 999999985
75 342452428 999999979 342452428
10 823300181 999999913 823300181
83 37937628 999999998 37937628
41 611134518 999999948 611134518
55 248088244 999999970 248088244
92 120627557 999999995 120627557
113184225 82 113184225 999999990
41 96806982 999999999 96806982
274977025 34 274977025 999999965
86 636832426 999999990 636832426
120616386 28 120616386 999999953
912800814 73 912800814 999999988
3 215193984 999999946 215193984
63 566485357 999999981 566485357
229879750 75 229879750 999999999
994782208 94 994782208 999999995
603666675 18 603666675 999999948
18 312884071 999999971 312884071
7022770 6 7022770 999999981
92124722 7 92124722 999999954
495208838 98 495208838 1000000000
152136106 63 152136106 999999983
73 369650869 999999993 369650869
128518787 43 128518787 999999976
856465192 89 856465192 999999993
152957088 48 152957088 999999996
29 851628215 999999941 851628215
224107351 59 224107351 999999998
538845922 52 538845922 999999979
865077776 9 865077776 999999980
940350080 85 940350080 999999991
401093616 99 401093616 1000000000
29 163427834 999999986 163427834
691332578 18 691332578 999999962
997773281 9 997773281 999999958
404749626 92 404749626 999999998
928301770 54 928301770 999999974
298308216 41 298308216 999999993
70 328102720 999999982 328102720
33 654193939 999999973 654193939
34 628752070 999999979 628752070
46 543931190 999999971 543931190
63925989 18 63925989 999999928
61 619074331 999999998 619074331
68 942445431 999999976 942445431
8 648483903 999999935 648483903
53 245385558 999999984 245385558
176439440 83 176439440 999999990
258453755 8 258453755 999999968
99 373843939 1000000000 373843939
27 574779646 999999977 574779646
642261017 28 642261017 999999968
49070669 7 49070669 999999913
30 38255199 999999972 38255199
85 182203181 1000000000 182203181
28 95692075 999999960 95692075
215971263 93 215971263 999999994
6397271 35 6397271 999999972
88 271367301 999999992 271367301
78 854109576 999999995 854109576
626934814 21 626934814 999999925
98 917926463 999999998 917926463
80 697260900 999999985 697260900
168597538 99 168597538 999999999
87 546739661 999999997 546739661
263502914 11 263502914 999999932
5 726297222 999999919 726297222
27 947108336 999999962 947108336
12 788407427 999999929 788407427
56161095 90 56161095 999999992
36 62528745 999999964 62528745
85 722607638 999999995 722607638
886975531 40 886975531 999999992
74 962321821 999999999 962321821
15 652773245 1000000000 652773245
25 269456101 999999949 269456101
11 521517529 999999931 521517529
700765969 35 700765969 999999952
28 45244433 999999980 45244433
78 123995540 999999986 123995540
42574145 97 42574145 999999997
37 552126146 999999952 552126146
37 989531148 999999974 989531148
12 416876033 999999953 416876033
581074610 38 581074610 999999954
417275717 10 417275717 999999966
185155082 28 185155082 999999973
8 686371381 999999975 686371381
60 516016164 999999988 516016164
82 145247426 999999987 145247426
400727751 98 400727751 999999999
82 277798628 999999984 277798628
72280449 74 72280449 999999990
14 960981165 999999958 960981165
40994264 7 40994264 999999954
901004055 76 901004055 999999979
292976244 5 292976244 999999980
34 548070836 999999981 548070836
455397359 63 455397359 999999991
173388160 4 173388160 999999920
177742433 85 177742433 999999996
12 428478827 999999946 428478827
23 411778591 999999987 411778591
202357485 37 202357485 999999981
219561881 7 219561881 999999961
78 784399931 999999982 784399931
498738933 71 498738933 999999980
236548013 47 236548013 999999970
167080639 12 167080639 999999928
35138305 22 35138305 999999986
511829191 48 511829191 999999983
961315113 63 961315113 999999988
898249407 34 898249407 999999990
681199727 43 681199727 999999957
611899749 60 611899749 999999995
593013946 25 593013946 999999959
20 246676351 999999975 246676351
60 110698782 999999987 110698782
93 831849668 999999999 831849668
34411717 97 34411717 999999997
64 708502226 999999969 708502226
