1000 1000 1000
966 623 966 966
793 681 793 939
653 827 886 827
216 201 216 478
538 170 755 170
311 800 311 1000
698 211 999 211
93 60 93 300
262 971 573 971
368 461 598 461
442 674 812 674
558 476 803 476
696 997 951 997
771 724 998 724
205 869 510 869
3 124 758 124
235 18 485 18
373 523 373 974
149 529 455 529
700 981 987 981
731 952 933 952
478 234 816 234
431 359 431 973
798 420 999 420
483 597 483 848
998 569 998 848
39 1 901 1
706 231 706 620
145 349 519 349
182 605 182 946
120 567 372 567
401 117 401 490
468 241 675 241
223 75 223 554
396 157 896 157
952 635 952 914
185 733 185 998
644 514 644 837
32 371 32 621
546 669 546 905
759 179 759 429
579 864 929 864
713 194 920 194
736 196 736 515
716 740 716 959
114 628 114 858
87 133 747 133
202 76 202 396
514 547 976 547
592 446 592 833
180 9 562 9
327 556 327 886
694 317 694 619
86 392 377 392
811 578 811 801
243 396 572 396
276 552 630 552
509 953 879 953
547 202 547 452
836 226 836 529
50 282 638 282
289 62 289 270
531 925 824 925
482 763 780 763
370 280 370 581
13 693 406 693
647 515 647 761
649 812 955 812
748 209 980 209
793 259 793 634
88 465 88 722
672 676 893 676
307 754 307 994
533 39 533 333
271 664 648 664
298 520 526 520
164 863 380 863
310 750 1000 750
296 596 296 886
293 760 552 760
601 114 989 114
128 88 477 88
730 132 950 132
720 534 960 534
464 759 790 759
283 712 555 712
475 289 475 635
190 279 190 505
115 115 431 115
882 662 882 912
672 286 943 286
369 682 369 896
703 235 976 235
93 476 93 842
920 644 920 848
97 167 339 167
321 299 321 846
255 296 496 296
870 349 870 660
3 170 380 170
781 638 983 638
548 486 548 907
510 120 510 349
659 988 942 988
613 33 978 33
307 259 515 259
34 275 269 275
527 835 813 835
611 483 830 483
447 753 447 977
101 823 503 823
589 527 986 527
699 755 934 755
491 117 491 326
176 371 702 371
285 309 671 309
181 850 381 850
453 713 811 713
859 552 859 972
830 262 830 589
937 77 937 292
219 129 430 129
544 73 913 73
439 82 439 307
422 345 800 345
703 561 915 561
566 800 946 800
691 84 691 408
88 866 715 866
104 125 353 125
385 517 385 797
533 137 904 137
570 452 570 663
33 324 33 998
459 489 459 754
87 568 87 974
731 832 995 832
942 118 942 500
87 759 324 759
377 503 839 503
645 85 645 463
970 709 970 914
304 642 538 642
391 606 391 948
14 795 413 795
705 217 705 476
311 342 953 342
934 370 934 589
692 653 987 653
797 154 797 494
214 667 578 667
536 462 536 853
697 568 697 903
408 398 608 398
655 497 888 497
462 497 462 883
678 19 995 19
325 617 874 617
14 552 14 787
212 179 212 440
275 233 275 491
860 51 860 451
464 250 464 500
410 370 770 370
383 463 383 824
444 200 839 200
60 837 409 837
127 359 127 587
625 582 625 946
296 15 296 265
26 67 282 67
630 857 1000 857
105 777 358 777
130 966 443 966
240 696 240 989
97 699 379 699
396 456 626 456
96 219 96 484
803 642 803 914
55 785 421 785
63 637 430 637
569 462 569 788
730 81 730 329
558 630 558 927
12 629 224 629
209 940 442 940
795 236 795 627
551 648 806 648
253 126 630 126
469 793 792 793
585 258 950 258
527 548 527 763
26 316 26 666
372 179 372 987
756 926 986 926
792 373 999 373
429 341 793 341
342 123 342 444
888 440 888 680
192 356 544 356
701 724 701 939
464 105 783 105
733 463 733 733
290 490 499 490
937 545 937 831
250 182 538 182
601 465 951 465
245 778 245 982
498 881 735 881
360 717 671 717
14 105 389 105
418 7 418 872
509 479 784 479
470 817 850 817
846 310 846 635
772 360 772 817
205 773 205 1000
113 398 113 781
425 265 425 637
85 728 85 946
615 50 887 50
814 177 814 550
407 761 407 980
268 436 268 823
481 229 481 497
179 490 179 796
617 212 617 609
662 456 879 456
120 129 120 418
456 392 456 593
144 578 362 578
90 29 90 292
238 365 238 682
517 357 764 357
622 525 993 525
956 367 956 795
776 511 776 877
486 155 486 496
548 769 820 769
367 956 667 956
839 592 839 955
631 784 873 784
930 726 930 926
521 224 863 224
115 354 115 621
977 151 977 491
453 787 808 787
279 616 652 616
650 151 854 151
56 294 456 294
444 638 444 873
662 169 662 810
541 139 541 389
204 51 584 51
138 399 411 399
711 3 711 660
528 527 528 916
778 181 778 501
214 37 214 642
185 403 492 403
974 515 974 883
667 717 667 984
514 858 806 858
432 445 970 445
662 426 1000 426
23 492 23 777
331 477 569 477
677 779 905 779
88 24 574 24
989 79 989 358
861 152 861 367
91 86 91 517
188 152 954 152
986 69 986 375
289 426 502 426
728 823 929 823
606 598 606 806
423 856 651 856
278 693 278 959
316 87 548 87
526 89 526 389
862 117 862 515
523 517 861 517
70 123 70 626
259 64 603 64
119 127 119 494
160 45 439 45
603 577 983 577
617 597 902 597
463 626 829 626
717 206 997 206
125 626 354 626
593 12 955 12
219 228 498 228
25 998 381 998
950 787 950 1000
524 298 524 575
548 352 913 352
183 299 183 590
383 604 710 604
865 119 865 364
424 144 424 647
628 824 926 824
695 661 967 661
729 295 729 655
487 723 487 993
745 296 972 296
435 409 435 650
707 73 707 478
379 546 379 897
386 214 386 414
760 974 962 974
218 594 565 594
285 554 285 912
913 106 913 728
106 754 325 754
194 962 588 962
532 495 828 495
107 456 107 690
637 16 637 698
499 346 499 898
301 504 301 867
348 679 748 679
400 716 400 923
213 489 500 489
611 384 611 733
419 351 675 351
413 192 671 192
97 723 97 931
331 353 629 353
718 33 718 320
761 743 761 948
563 725 563 983
717 54 981 54
674 603 674 928
325 473 939 473
15 464 354 464
122 808 475 808
141 373 141 711
403 820 734 820
94 63 356 63
54 832 377 832
878 644 878 995
591 377 890 377
746 270 986 270
620 655 620 892
452 921 685 921
561 541 561 899
758 396 758 724
279 560 279 788
740 286 740 539
88 777 88 998
140 675 347 675
464 294 848 294
18 996 522 996
100 146 100 399
599 409 880 409
711 813 929 813
568 562 858 562
682 26 682 322
866 411 866 665
175 728 175 944
151 581 500 581
210 991 517 991
549 113 812 113
5 578 5 973
105 20 616 20
768 670 968 670
777 398 989 398
858 328 858 552
825 536 825 830
644 608 1000 608
254 290 609 290
319 422 780 422
248 476 530 476
883 774 883 997
733 174 992 174
858 729 858 971
749 168 958 168
690 761 690 998
179 970 722 970
95 373 95 696
864 664 864 934
247 536 247 983
407 168 407 486
525 502 966 502
313 303 536 303
919 435 919 799
822 288 822 586
373 100 373 332
711 789 711 989
683 22 683 610
209 353 209 698
344 142 675 142
674 914 920 914
428 751 428 952
440 892 718 892
819 114 819 459
115 717 115 990
25 253 25 638
639 106 639 415
67 442 333 442
445 949 750 949
57 776 57 1000
826 154 826 400
802 470 802 831
520 963 773 963
630 281 947 281
273 457 273 803
199 660 567 660
530 43 783 43
195 306 412 306
690 320 984 320
246 450 246 921
298 358 621 358
396 110 396 477
557 667 557 917
557 59 870 59
531 17 828 17
446 10 691 10
233 114 473 114
148 945 577 945
192 565 192 897
763 531 997 531
580 95 870 95
244 368 519 368
343 572 586 572
246 223 246 444
640 718 973 718
54 184 54 502
654 262 950 262
118 424 376 424
260 55 260 340
970 320 970 704
326 789 326 1000
578 656 877 656
550 23 550 413
254 173 254 504
46 651 46 852
985 29 985 345
228 146 228 503
784 610 985 610
579 123 579 447
733 460 946 460
221 24 221 337
166 103 166 497
327 844 682 844
248 695 248 966
879 365 879 604
35 530 35 743
316 107 316 318
419 904 729 904
199 507 624 507
785 562 785 850
207 494 788 494
531 418 934 418
64 300 378 300
104 632 104 941
408 537 839 537
389 553 653 553
631 304 987 304
466 877 780 877
452 80 452 330
576 315 576 733
605 264 605 476
159 32 412 32
73 744 486 744
