1000000000 1000 497
827959903 211 827959903 713
423671814 326 423671814 505
151915634 787 151915634 939
973586233 330 973586233 372
243989833 294 381424364 294
852825911 110 852825911 211
656054851 649 980370982 649
361463145 400 562481084 400
598057245 206 598057245 519
356401865 441 356401865 641
937432299 330 937432299 538
726914837 71 726914837 728
958735934 144 958735934 586
10472605 657 10472605 982
16056392 657 671587774 657
37613004 546 601488976 546
105844833 266 105844833 617
361934130 545 613680676 545
421947220 949 503967576 949
859349884 434 859349884 675
557040814 317 742912547 317
384226027 591 798058258 591
31756261 1 191488146 1
194306229 882 874879848 882
633211989 599 663061115 599
135544012 163 135544012 847
499550455 70 499550455 836
45916318 304 785714901 304
20121088 204 20121088 794
480373125 67 480373125 544
349056697 25 349056697 43
67011430 114 716711371 114
283263916 284 283263916 397
203901591 962 296488076 962
254902241 538 610890162 538
750254498 167 975049903 167
248853543 162 689044760 162
228626109 306 899497375 306
494427186 520 494427186 672
764216120 643 999487230 643
268844263 648 966224062 648
575072411 376 575072411 818
649048541 39 649048541 400
318694444 197 318694444 870
304205518 470 421140402 470
587288234 87 692822063 87
830909120 448 830909120 988
636197752 537 986997313 537
827544928 868 827544928 934
456026779 611 456026779 648
522424990 243 522424990 408
178210748 953 609777291 953
931270238 25 931270238 831
1488592 876 613879948 876
556378323 565 556378323 766
581363321 118 581363321 721
4338568 766 392710316 766
116294900 262 611109745 262
494658432 125 494658432 297
627442259 259 627442259 809
644021286 259 644021286 753
57711824 675 506029202 675
43597271 472 43597271 645
542246752 196 542246752 721
795036330 241 795036330 257
641225830 736 641225830 934
273752084 255 273752084 304
669687427 44 669687427 146
6156343 11 423193301 11
37587905 490 37587905 955
209955656 257 603526655 257
27892051 243 594529794 243
190369621 732 513887722 732
837245305 228 837245305 583
274994595 646 274994595 895
440913834 47 440913834 248
152644478 228 827729197 228
246201150 717 246201150 963
618785343 503 618785343 774
242874296 411 242874296 533
416461208 342 663951429 342
721811015 705 721811015 766
282415361 529 282415361 664
998599488 432 998599488 855
173834380 211 596006375 211
81126773 130 81126773 137
166097538 472 525666505 472
550413425 635 563204539 635
641576613 455 641576613 646
859725609 339 980533720 339
138424868 3 138424868 962
183701269 639 183701269 813
377782485 695 377782485 933
634207751 318 634207751 683
264453747 7 264453747 636
291167530 601 291167530 999
128250116 140 128250116 647
105716002 701 814440217 701
311109107 472 311109107 579
191676190 633 191676190 887
168655282 627 580722087 627
232010800 508 944531333 508
676174457 199 676174457 926
516038027 403 979619884 403
26220040 363 467566919 363
324287249 534 335649780 534
1117532 41 175303054 41
394586601 260 394586601 281
228747916 619 228747916 809
356479706 304 356479706 417
396721483 280 396721483 434
302155069 73 302155069 936
22296596 22 22296596 656
570655966 497 570655966 519
920714242 384 920714242 514
451155040 228 451155040 244
849226537 11 849226537 561
46121843 393 924516318 393
451394404 638 565164286 638
185261749 34 492719110 34
559570710 820 559570710 823
334243318 145 334243318 525
613294587 918 950350693 918
103165504 703 103165504 979
813292086 928 935693816 928
141774147 798 475462978 798
6811501 572 455823526 572
899806018 14 899806018 675
90572123 372 90572123 623
330568819 856 716011119 856
120819684 257 120819684 511
325769254 446 538026367 446
239803408 966 974696334 966
495924529 847 495924529 901
374680923 218 594057991 218
517060740 219 517060740 650
94940183 483 94940183 576
405291049 281 435429786 281
284163096 64 356950540 64
726575177 488 726575177 602
272342560 68 812097847 68
220852620 802 220852620 874
974483102 472 974483102 735
687911344 492 687911344 588
149409528 604 149409528 895
818175767 943 980706500 943
250212641 132 250212641 597
63398506 23 498067136 23
70175229 371 871255359 371
569299972 518 569299972 526
258594234 405 258594234 493
37293519 897 844721750 897
107322098 974 646395635 974
722163113 199 722163113 456
202384762 531 202384762 765
707048409 267 707048409 588
228839217 433 228839217 917
290339735 373 378509853 373
179062693 63 179062693 844
