10000 10000 100
7116 1114 7734 1114
6163 4498 6163 7771
3510 1177 3510 7124
9271 4984 9271 9508
3030 3452 9708 3452
2146 8852 2518 8852
623 4445 2657 4445
6177 8816 7356 8816
9091 7045 9091 7265
1019 7784 1019 8257
1368 4576 1569 4576
6681 7866 6681 7880
3737 7688 5479 7688
9758 1263 9758 5175
1979 3889 8084 3889
2812 1828 2812 3417
8369 4918 9202 4918
3953 3589 3953 7367
1601 7812 8119 7812
614 8040 7008 8040
6691 8484 8838 8484
905 1090 6734 1090
7914 5223 8542 5223
494 7881 3480 7881
4784 4002 4784 5343
78 2028 6581 2028
360 7806 360 9889
2934 3970 7162 3970
5959 5515 9339 5515
1039 4314 1039 9427
2036 1063 2036 7120
2281 574 2361 574
2781 6911 9836 6911
661 193 7415 193
4225 2161 4225 6325
3537 2238 3537 8502
1498 5668 1498 8552
3987 2620 3987 4052
9334 6699 9334 9588
4289 4993 4289 9435
4734 1489 4734 5814
7721 969 9892 969
8259 360 8259 9597
2067 2281 3938 2281
3165 2976 3884 2976
7142 6695 7142 6987
6264 6665 6615 6665
5213 9660 8512 9660
1614 1528 9062 1528
4365 6849 9247 6849
4108 6062 4108 8426
8347 3323 8347 7700
2466 5806 3946 5806
1354 3203 1354 7781
8630 1730 8630 6450
4567 1633 4567 8731
7279 527 7667 527
839 1434 839 7995
2877 1682 2877 8238
293 1767 293 7871
5337 123 5337 5395
1817 7626 2620 7626
2902 454 2902 4608
3099 8570 6536 8570
798 123 798 8035
520 6104 7865 6104
9061 1044 9061 7938
702 8990 5946 8990
6122 8154 8540 8154
201 794 201 5916
2235 3089 2235 9845
7455 2671 7455 6154
171 6329 3649 6329
5791 616 5791 2429
5030 9728 6692 9728
166 2247 166 3116
6922 2860 7172 2860
7755 8108 7854 8108
558 1682 7308 1682
8923 669 8923 9848
5783 8302 5783 9751
1548 2719 4649 2719
5675 9061 9597 9061
1264 8396 2093 8396
2539 8213 7953 8213
2317 4089 6544 4089
6723 1317 7122 1317
1053 5321 1053 9652
1709 7700 3255 7700
3625 4490 3625 9278
1075 1817 6906 1817
2397 3455 9077 3455
3548 2963 3548 6288
1383 7243 1667 7243
140 6079 1571 6079
739 649 739 8877
6689 5850 6689 9620
1206 2997 1206 4345
7070 373 7070 1458
5549 7803 5549 9100
