1000 1000 1000
885 146 885 416
41 230 41 930
620 29 620 969
634 947 720 947
569 153 575 153
894 252 894 374
215 463 215 960
437 758 669 758
46 968 664 968
86 217 86 737
110 660 850 660
548 574 548 917
229 399 229 864
365 533 706 533
85 509 565 509
206 523 371 523
203 273 848 273
566 415 566 694
391 919 399 919
633 369 633 772
28 94 901 94
942 350 958 350
514 152 514 615
53 827 377 827
18 770 960 770
831 7 987 7
972 55 972 391
349 497 385 497
644 709 812 709
860 682 934 682
870 603 870 751
124 342 156 342
712 821 848 821
739 162 739 581
105 192 105 265
175 62 175 876
769 278 769 552
2 486 673 486
155 86 155 468
327 529 822 529
901 678 901 708
183 290 532 290
336 730 727 730
465 581 465 941
895 421 895 430
274 512 274 787
219 197 617 197
197 119 935 119
841 406 841 990
369 42 945 42
205 847 619 847
509 985 665 985
108 473 464 473
110 199 110 604
144 147 144 467
850 498 850 959
177 639 309 639
985 481 985 672
171 182 354 182
319 755 751 755
18 179 405 179
657 264 657 523
592 828 662 828
891 400 891 701
354 113 354 694
407 47 407 399
984 232 984 255
397 236 397 806
48 298 48 435
98 754 816 754
581 32 581 535
754 365 754 744
571 544 571 904
757 251 774 251
67 880 982 880
121 114 846 114
630 176 630 837
40 944 455 944
565 772 706 772
379 900 760 900
464 919 650 919
72 75 980 75
693 430 693 937
590 718 590 971
205 213 205 874
987 321 987 457
109 234 238 234
394 133 394 855
848 0 848 622
998 9 998 451
946 556 946 773
245 352 245 672
92 586 92 712
337 241 352 241
188 136 188 504
149 239 618 239
621 35 677 35
546 48 546 844
185 254 304 254
91 671 91 926
139 868 224 868
259 686 259 759
733 17 733 371
287 96 287 252
52 925 750 925
974 107 974 347
93 324 679 324
578 479 979 479
924 6 924 363
979 99 979 986
989 155 989 721
60 865 827 865
812 76 812 993
430 391 430 858
485 177 485 410
472 818 499 818
32 521 349 521
552 257 552 301
318 739 827 739
762 317 762 812
337 87 337 315
9 148 791 148
28 698 902 698
162 1 400 1
851 525 851 897
644 201 644 348
247 435 688 435
647 390 779 390
419 296 938 296
981 416 981 899
374 829 996 829
671 629 748 629
453 440 478 440
93 304 692 304
626 449 626 543
273 40 445 40
56 46 56 63
138 8 918 8
256 552 422 552
576 151 576 765
645 197 645 279
209 361 209 533
62 511 62 989
949 915 949 990
842 807 932 807
866 56 866 87
416 965 655 965
595 13 595 279
260 277 260 288
634 191 634 324
211 376 512 376
794 287 794 690
806 437 920 437
42 164 727 164
131 64 895 64
780 818 780 830
483 116 483 504
915 61 915 941
505 576 674 576
735 496 790 496
217 519 491 519
755 199 755 330
29 302 29 718
310 269 310 411
251 746 251 926
19 8 19 389
689 319 984 319
100 35 100 356
720 96 720 157
777 487 822 487
940 91 940 306
569 144 569 254
322 776 698 776
307 19 307 822
484 402 593 402
151 512 349 512
95 388 95 530
153 194 153 243
168 170 511 170
446 220 463 220
171 20 171 535
324 189 736 189
150 842 240 842
480 439 522 439
358 973 904 973
69 252 997 252
507 377 538 377
684 178 843 178
536 878 569 878
580 202 580 614
146 387 146 664
482 391 855 391
571 293 571 533
448 547 448 772
129 441 996 441
550 279 550 818
372 570 372 998
297 141 297 558
108 264 108 793
34 90 34 730
55 50 465 50
846 866 846 924
457 692 457 908
98 52 98 148
132 47 984 47
198 546 781 546
305 398 805 398
749 970 862 970
530 760 904 760
866 767 866 967
503 635 503 877
2 303 2 941
136 809 824 809
934 544 934 927
285 700 285 898
159 291 965 291
502 852 976 852
797 396 797 851
276 133 276 651
201 650 713 650
935 345 935 817
739 801 739 835
544 143 544 911
588 959 746 959
61 188 61 518
89 371 89 911
770 16 770 333
334 285 334 799
513 189 513 998
28 268 337 268
589 379 589 979
916 46 916 328
40 515 854 515
647 98 647 421
191 534 548 534
301 34 301 48
267 585 947 585
317 267 317 655
39 624 39 725
811 253 811 335
13 134 13 674
34 869 893 869
393 324 393 684
551 454 551 598
63 421 63 863
862 60 862 517
673 776 673 842
145 692 428 692
865 366 865 397
726 664 817 664
234 159 881 159
44 110 913 110
99 89 964 89
47 209 895 209
305 162 947 162
72 747 291 747
174 324 174 621
474 781 474 878
738 316 738 594
684 147 684 710
135 700 135 820
860 426 860 830
197 57 197 954
446 560 446 832
616 243 616 943
690 97 690 278
490 242 891 242
32 568 709 568
910 203 972 203
97 306 97 942
11 771 365 771
300 62 738 62
28 714 66 714
696 519 899 519
532 26 532 686
260 320 439 320
172 69 172 714
