10000 10000 1000
4064 1916 4064 6743
6655 518 6655 863
2872 7340 4199 7340
1436 1347 5691 1347
435 6279 1974 6279
6285 3513 8629 3513
3306 5215 3306 8080
5195 8442 6226 8442
3272 4135 7549 4135
8778 392 8778 2936
3386 714 3386 6770
7981 128 7981 3240
2138 343 2138 2401
390 173 3806 173
774 8518 774 8863
4343 4741 6905 4741
297 3682 1030 3682
715 499 8082 499
1848 3753 1848 9949
8859 1019 9656 1019
3248 2782 3248 3606
1929 743 8964 743
605 809 4628 809
120 6948 1808 6948
98 3154 98 4299
5373 5178 8001 5178
5645 5373 5645 9199
5444 4706 7920 4706
154 7358 154 9071
6951 2722 8287 2722
8219 2276 8219 3805
2807 912 2807 6271
610 2526 5487 2526
131 5282 1825 5282
473 4035 3452 4035
4371 8953 9472 8953
1064 9205 5583 9205
5630 5648 5630 6676
3586 7947 7567 7947
6974 8911 8227 8911
1037 9338 9048 9338
5177 9658 5556 9658
7887 4670 8985 4670
2762 4756 2762 5907
5078 3296 5078 3565
2824 211 2824 6063
7034 1856 7034 4772
4848 595 9614 595
1391 8338 4394 8338
987 9724 6245 9724
424 3078 9689 3078
213 3309 213 5602
3124 8811 3124 9296
6157 6187 6157 6423
1656 717 4203 717
1787 3306 6670 3306
196 5551 196 9295
5447 9032 5447 9391
6222 316 6222 8943
1498 954 1498 5387
5473 3756 5961 3756
6830 8799 6830 8897
612 4577 8462 4577
9357 4182 9357 8002
9153 6591 9153 8439
1076 5012 3828 5012
1993 2173 3458 2173
6467 4668 6467 8220
3993 1644 6771 1644
5343 2488 5343 6309
683 234 683 7750
9157 3079 9157 5411
8059 569 8070 569
3641 6502 8548 6502
1751 6483 8945 6483
4992 1989 5973 1989
7970 777 7970 9682
1211 4113 9341 4113
4432 5565 4432 8506
4845 1004 5341 1004
5828 3522 5828 9687
2790 8524 6236 8524
11 4257 11 9029
2921 2500 3774 2500
1022 4677 3424 4677
3474 4464 3474 5320
4708 3940 9492 3940
4133 199 4133 6446
6110 5467 6110 5493
3806 824 4281 824
2486 7276 5561 7276
3025 8747 3423 8747
4288 9669 8934 9669
5700 7749 6950 7749
2483 1978 5859 1978
2764 39 4574 39
2741 687 2741 4795
1952 6516 1952 8179
402 814 402 4356
6009 2243 6009 3066
5943 2417 9300 2417
7346 1216 7346 2396
728 5453 728 7257
1956 7593 5086 7593
1447 2874 1614 2874
5766 3157 5766 6660
4597 1982 4597 5903
9096 3687 9126 3687
2248 6545 8461 6545
8222 4941 8222 6347
5897 7682 5946 7682
4173 1525 4173 2838
4777 41 4777 5907
1116 4346 3762 4346
1980 3801 1980 4752
7502 3401 7502 6489
4060 5310 6032 5310
1682 5039 5814 5039
2327 8881 9130 8881
423 8831 2975 8831
3400 6521 3400 9784
516 1627 5375 1627
1609 1714 2448 1714
4653 3596 8378 3596
6200 6939 6200 7891
1788 1405 1788 1549
3640 7443 9221 7443
3477 3123 6365 3123
9190 2454 9190 9854
4995 883 6708 883
6432 3522 6432 7391
1176 9520 9258 9520
1275 3242 1275 5889
50 6814 8326 6814
3630 2071 3630 7697
6638 7775 6638 8340
3662 2423 3662 9121
6236 368 6236 1638
6623 4855 7949 4855
195 1674 195 5440
6262 3675 6262 7942
2683 6015 6878 6015
4098 5891 4098 8329
2153 4133 9477 4133
7008 8390 7935 8390
8266 2430 8266 7748
2801 178 8521 178
829 1436 4173 1436
1982 5621 4274 5621
3431 3200 8067 3200
7075 4148 7075 9424
3777 1485 3777 1792
3056 7333 3056 7686
6095 1607 6095 5955
2409 7134 3567 7134
2499 4707 6430 4707
2137 276 3375 276
6184 2359 9243 2359
1083 1271 1083 5045
2995 1198 2995 7054
1804 2647 5642 2647
261 3743 4321 3743
6236 1985 6236 2091
1844 792 1844 4874
7522 1625 7522 3324
4613 2174 4613 6641
3283 2009 3283 8977
845 6666 845 8359
6818 8269 6818 9369
9373 4899 9373 8116
1475 241 1475 6178
449 6462 4787 6462
2137 6746 7180 6746
3343 1459 4633 1459
8540 6815 8540 8409
7077 3356 7077 7777
2109 419 2109 5826
2285 3329 7191 3329
9788 2570 9788 5684
700 5618 7946 5618
4480 4347 4480 4791
1230 1261 1230 8889
3393 8246 3393 9904
141 8529 6348 8529
8273 278 8273 4595
8822 1220 9221 1220
2916 9343 2916 9998
5269 3248 5269 5260
5678 548 5678 7897
7409 8360 7424 8360
8722 3032 8722 4861
5236 3937 9390 3937
7963 6357 7963 8445
5757 4682 6534 4682
6617 8552 7334 8552
761 7613 761 9418
9818 3719 9818 3878
3589 7792 4257 7792
163 7826 6464 7826
6354 9399 9771 9399
9249 7684 9249 8834
5721 4578 5721 6153
319 220 2223 220
2755 3288 2755 6359
8684 7102 8684 8574
2662 2481 2662 4785
5646 563 5646 1616
4452 7282 4452 8409
4364 591 4364 3017
9350 3294 9350 8103
132 916 132 2169
1044 4599 2767 4599
6112 5104 6112 8671
7823 1421 7823 8328
3920 959 7802 959
2184 368 5416 368
874 1697 874 2837
2698 1274 2698 8934
794 5138 794 9293
1465 1926 1465 2066
1467 813 3160 813
870 4109 870 9432
4013 6752 4013 9163
8157 3324 8157 8857
4323 729 4323 1904
6635 199 6635 2101
8285 3963 8285 4636
1429 6222 1429 9777
3877 8778 6175 8778
5645 6058 9239 6058
3869 3307 4600 3307
8590 4806 9836 4806
2737 5923 3978 5923
7071 8291 7071 9856
538 1466 538 8415
1175 3213 1175 5788
4565 4632 5199 4632
8765 602 9316 602
8795 4156 8795 9708
5552 1382 6028 1382
7713 5095 7713 9718
6593 3357 7456 3357
3752 2979 3752 3080
9282 3922 9282 4861
2556 6411 2556 8245
6407 6001 9994 6001
8318 2286 8318 7236
200 3405 8628 3405
1657 1355 5025 1355
1428 8235 1428 8688
838 5589 5830 5589
8628 9486 8628 9547
1997 985 1997 6054
1264 9647 3999 9647
3434 7043 7172 7043
4318 8800 8251 8800
4306 1706 4306 2806
5175 3329 5175 8405
523 1409 7891 1409
797 638 6229 638
4743 1429 9483 1429
554 5015 554 9734
718 8911 1557 8911
2691 384 2691 2620
8804 4216 8804 7523
7419 4020 9425 4020
2592 273 2592 5721
2054 4186 2054 7630
9946 2699 9946 3614
2084 8896 3285 8896
2442 2150 6374 2150
2433 8174 7167 8174
3992 4311 5161 4311
5729 5729 7192 5729
1384 3343 9258 3343
3126 9586 4841 9586
5729 956 5729 9581
3763 430 3763 2562
2131 742 5440 742
9370 7136 9370 8707
9726 2571 9726 4308
5402 8344 8621 8344
5388 548 5388 9924
4218 1556 6489 1556
5713 2260 5713 9305
3252 8553 6809 8553
4033 3567 4033 7679
8532 534 8532 8939
4906 719 4906 6661
1614 4084 6406 4084
9554 2316 9554 4559
2437 4163 2437 8362
7229 1913 7229 4609
1479 6603 4940 6603
1898 8738 2266 8738
435 2032 9560 2032
5514 950 5664 950
4047 889 4047 3584
9828 1259 9828 7768
2571 7972 6588 7972
1699 6110 3515 6110
3808 4381 3808 8908
1466 8164 1466 9840
3944 6707 4383 6707
525 9562 8754 9562
1763 4541 3874 4541
7427 683 7427 3632
2280 3358 7899 3358
343 8579 8487 8579
7406 3072 7406 6532
525 4052 525 5962
6282 8111 9819 8111
4609 7414 9406 7414
1052 3146 6939 3146
3323 1294 3323 9562
918 611 918 2104
7048 4473 7048 9111
8764 3623 8764 5179
8262 2788 8262 3318
7015 2547 7015 4037
390 8909 6164 8909
8735 7531 9416 7531
353 8422 1575 8422
2586 1133 2586 6370
527 1544 2320 1544
7221 3185 8918 3185
680 874 680 8146
154 592 7428 592
7887 989 7887 7007
8444 7243 8444 7457
7119 6970 9775 6970
205 4371 7441 4371
9276 3685 9276 4504
4467 3704 9753 3704
6548 2953 7479 2953
2915 2269 8561 2269
9709 5888 9709 9880
8186 4892 8186 6932
6534 2252 6534 9020
2609 4919 4369 4919
1826 9989 5529 9989
5087 9203 7859 9203
8117 2354 8528 2354
3249 2901 4820 2901
6609 5630 6609 9363
4104 3337 4104 7267
5453 6600 8683 6600
7276 4477 7276 8318
4231 7246 9578 7246
7194 4 7462 4
490 4798 3786 4798
1972 5016 5065 5016
1934 1806 1934 8495
8186 724 8186 4303
6003 3823 6003 4624
1695 1184 7734 1184
5379 6949 9408 6949
461 9842 9459 9842
5581 3887 5581 6513
1900 2689 6077 2689
6033 1306 6033 1741
2381 8619 2744 8619
1059 9077 7741 9077
9142 1103 9142 3555
6048 5962 7229 5962
13 8636 7602 8636
2238 3686 2238 5441
5254 4798 7746 4798
7316 7580 9955 7580
421 1412 421 3057
6440 2296 7700 2296
3169 211 5334 211
330 2404 330 5049
3058 2245 3058 4687
4588 9470 5905 9470
5198 799 5198 7857
939 7825 6707 7825
5338 3736 5338 9032
2416 2317 2416 8379
2249 3268 3229 3268
1259 1207 8108 1207
1387 444 3216 444
2115 2592 3320 2592
1066 1193 1066 7364
8022 6746 9997 6746
8591 5498 8591 8356
7583 3742 9118 3742
230 575 230 4856
4888 1870 4888 2347
6888 1361 8746 1361
7091 7424 7091 9025
693 711 8790 711
6781 8729 7982 8729
4913 3998 9583 3998
9283 2309 9283 8484
3799 1932 3799 5398
5041 2147 7584 2147
5305 2105 7894 2105
9522 1430 9522 3639
9701 2171 9701 8270
5845 1357 9364 1357
2501 334 2501 6463
2423 4207 2423 9206
2248 2066 2248 4161
3377 6479 3377 9375
1391 8870 8348 8870
1418 7180 1418 8469
463 4007 463 4525
4743 5806 6242 5806
852 6455 852 9972
8549 1734 8549 4838
9066 7230 9212 7230
2273 4841 4587 4841
1726 8870 1726 9419
921 8033 8129 8033
8889 3315 8889 9169
9286 6238 9286 6385
2838 1196 4019 1196
4383 9274 5785 9274
47 774 47 986
2228 144 2228 6551
1021 9376 5816 9376
7538 2638 7538 2854
1009 805 6050 805
7272 4647 7272 9801
2319 5988 6668 5988
9580 1550 9580 6609
7517 3429 9132 3429
3779 2040 8138 2040
2729 1725 2729 5825
9347 1375 9347 8024
2950 2127 2950 3958
2259 396 2259 5062
1192 8559 5387 8559
6936 189 6936 6020
3150 6123 9296 6123
3482 8871 3482 8946
4830 3922 4830 5933
3016 2506 9660 2506
1416 9826 2398 9826
900 9188 2133 9188
9461 5969 9461 7917
1888 5594 4907 5594
5730 1407 6995 1407
3906 4617 3906 8138
3962 6719 6431 6719
4409 1252 4409 3967
5415 4454 7748 4454
2728 5709 6603 5709
358 3866 2659 3866
1013 180 6583 180
9068 1978 9262 1978
4458 3407 4458 6710
3690 731 3690 3517
3836 906 4618 906
6516 275 6516 9269
6659 1777 6829 1777
204 867 204 3835
2071 2818 2071 3144
5407 9899 9253 9899
722 8963 5556 8963
9081 731 9081 2012
173 4072 173 7494
3625 1099 3625 6576
5203 3053 9650 3053
1712 6212 6025 6212
6348 1850 6348 9813
1171 766 1171 3877
5787 9403 6874 9403
1122 7640 6694 7640
2962 1091 2962 1219
2554 3037 8689 3037
8117 7699 9435 7699
8464 2044 8505 2044
2322 1418 5205 1418
6778 4584 6778 6261
5446 5454 5446 6859
4046 2505 4046 4477
1461 1253 4602 1253
763 8362 763 8645
9074 3786 9074 8405
6923 1942 6923 3497
1607 4725 1607 8939
2598 11 2598 1595
6447 5592 7192 5592
8221 9378 9425 9378
6010 6209 6010 7516
1605 2140 1651 2140
4593 3722 5596 3722
7841 8559 8500 8559
7623 4796 9518 4796
171 6779 9039 6779
2850 1134 2850 4539
4890 3642 4890 7133
2790 9017 7172 9017
7275 5967 8021 5967
298 6966 298 9591
2768 3724 9941 3724
407 2999 407 7598
5771 1162 9439 1162
7068 4958 7068 6314
1242 6722 3619 6722
1633 6913 7469 6913
2405 2356 2405 8888
6322 5861 6322 8701
6147 7518 8051 7518
722 3725 2147 3725
6391 1683 6391 3477
5522 3681 7751 3681
4519 3591 4519 8507
3334 8296 4539 8296
674 1402 674 7931
1896 1389 5441 1389
7389 4652 7389 5216
2573 7694 4917 7694
4818 7272 7678 7272
3086 859 3086 3265
9556 138 9556 2870
8154 1256 8154 3473
6108 9062 6644 9062
3111 4129 3111 7989
8520 3875 8520 9591
1619 8480 5329 8480
744 4420 744 4641
8086 2899 8086 7152
5574 6078 6375 6078
1266 2262 1413 2262
1043 3445 1043 7394
1920 7120 1920 9747
1469 5203 7324 5203
3201 3636 3201 6433
7001 9057 9899 9057
7863 1521 7863 2156
521 905 8489 905
9710 6081 9710 7762
5156 8427 9198 8427
2124 2438 6976 2438
9013 2738 9551 2738
8087 4680 8087 7530
1564 3335 9263 3335
7832 9044 8416 9044
2899 3919 2899 5199
3293 2447 3293 5543
8600 5957 8600 9648
8071 2919 8577 2919
3929 4603 3929 7555
5960 1112 6853 1112
1700 1445 1700 7587
478 2671 4668 2671
1574 6522 4973 6522
1567 4375 9283 4375
4314 7105 4314 8452
5481 2963 5481 5743
51 4843 191 4843
979 3996 979 5213
1876 2524 1876 2744
7155 4599 8654 4599
100 2199 100 2981
2051 3010 4520 3010
402 1806 7037 1806
3543 4150 8308 4150
5524 1835 5893 1835
4117 4158 4117 6186
8716 7048 8716 7372
1013 5679 7990 5679
3555 1109 6632 1109
67 4739 3128 4739
2537 5840 9760 5840
2204 3648 2204 9659
2273 2587 5009 2587
7582 655 7582 2979
692 3123 692 5953
8791 583 8791 5789
1909 83 1909 7261
2747 1110 6627 1110
618 5456 7114 5456
1144 7321 5487 7321
2040 2499 2040 8189
9374 5719 9374 8259
6782 7101 8605 7101
1529 5516 9508 5516
8083 7598 8843 7598
1707 9365 5116 9365
387 9457 3087 9457
349 5633 8884 5633
7576 2528 7576 4831
658 3023 658 7148
1632 2782 1632 5139
5004 8583 8522 8583
