1000000000 1000000000 100000
275277325 174795181 275363050 174795181
613858045 830500237 613858045 830789122
771009451 813663971 771964966 813663971
89682524 245275104 90291041 245275104
634725740 786169159 634725740 786706189
329359101 525040793 329538197 525040793
862634148 139672047 862634148 140618736
982005819 446590008 982005819 446663477
811104331 465250186 811104331 465769588
83944184 643987715 83944184 644533622
941889906 233651850 941889906 234287075
700386150 695168 700386150 700498
316640187 61844868 316640187 62301673
259560156 376870679 259560156 377061163
776262413 196033376 776262413 196831942
300410920 833859351 300410920 834631681
509681933 836525535 510209248 836525535
472935203 430958279 472935203 431744926
830237933 630395069 830237933 630570468
616268006 230057547 616599639 230057547
74023061 278788115 74023061 278974726
463694135 366902700 463847767 366902700
609735597 289457009 609735597 289748589
909406511 837354060 909723014 837354060
251264529 299926009 251264529 300311534
276459127 689470950 276459127 689750739
844732080 495157032 844732080 495447462
50699820 11517042 50699820 11772707
952305996 807012604 952305996 807421224
98262413 731103633 98262413 731646212
848177374 273737561 848235154 273737561
577369130 476583599 577373301 476583599
681251583 821406994 681251583 822230978
674020942 810720411 674151442 810720411
802962913 961889835 802962913 962824693
383175788 161183987 383587211 161183987
266380012 752683390 267211826 752683390
298177691 118887077 298177691 119609053
642493303 152972811 642493303 153936027
912344384 473637475 912892549 473637475
915258215 146954472 915258215 147685071
900848244 841007249 901702071 841007249
538916086 87202882 539664811 87202882
586447261 447366254 586890393 447366254
229607953 57325709 229861032 57325709
531790769 190545582 531809756 190545582
923512575 467842073 923512575 468754489
879410210 870817238 879410210 871220771
351186236 152934089 351186236 153382452
12514611 73406183 13498143 73406183
463167069 855118957 463279225 855118957
356888627 775989219 356888627 776139172
357450817 608266361 358228208 608266361
228757994 124043393 228757994 124416069
261726079 535014214 261726079 535522206
549204461 797136255 549754462 797136255
515111835 246527935 515456389 246527935
417731766 342603686 418515636 342603686
704562 362573801 1021789 362573801
925661495 640894667 926487628 640894667
280494350 694296537 281058051 694296537
19181690 778320094 19821148 778320094
994096136 797885562 994096136 798495998
525360857 755995022 525360857 756979832
263157420 939725705 263157420 940297318
662818580 658710929 663042125 658710929
472228462 652143655 472228462 652353487
924189781 493075052 924189781 493673779
341575838 925885950 342331144 925885950
567180104 42541040 568046572 42541040
354917586 7411809 355837614 7411809
667430036 941318116 667430036 941889698
