1000 1000 1000
525 571 525 588
617 830 617 871
399 482 399 505
973 863 978 863
233 274 233 292
899 21 899 69
175 367 219 367
701 938 701 969
681 622 716 622
484 968 492 968
812 108 834 108
708 258 749 258
657 871 678 871
750 452 750 466
606 384 613 384
759 146 759 188
2 949 13 949
140 502 164 502
80 739 80 789
324 127 324 132
310 22 325 22
146 637 149 637
130 346 173 346
830 48 830 72
808 124 823 124
268 188 277 188
519 418 519 462
730 704 740 704
386 589 392 589
33 593 33 643
24 626 43 626
886 952 886 974
718 817 720 817
756 339 756 353
589 444 589 482
967 156 996 156
823 405 823 449
9 921 9 922
805 594 805 631
161 33 161 50
35 503 66 503
725 963 725 977
364 794 382 794
820 153 857 153
839 790 839 815
25 266 25 283
249 942 249 983
631 234 649 234
211 796 246 796
251 755 251 799
687 16 712 16
724 547 732 547
10 906 27 906
508 174 508 175
782 455 782 476
435 562 480 562
461 718 461 767
552 684 572 684
287 893 307 893
80 59 80 62
2 830 16 830
448 878 482 878
161 697 204 697
106 615 141 615
488 54 488 91
663 256 663 287
792 670 792 714
372 655 411 655
464 977 464 994
406 293 406 331
974 954 977 954
381 445 431 445
137 618 137 650
696 104 714 104
715 689 715 730
927 294 969 294
141 590 162 590
148 488 148 500
920 429 931 429
980 969 994 969
952 906 952 912
63 849 63 867
940 274 940 280
187 217 194 217
511 923 543 923
580 6 585 6
833 613 834 613
134 639 148 639
286 881 286 905
481 374 481 395
953 377 953 386
366 64 366 72
927 754 946 754
441 262 441 305
181 947 181 987
910 650 932 650
776 572 806 572
45 34 66 34
317 383 351 383
536 106 547 106
979 887 979 889
196 754 196 762
956 476 970 476
416 637 441 637
49 274 49 292
687 271 701 271
924 79 924 99
787 162 805 162
332 629 375 629
32 883 63 883
426 974 474 974
221 740 232 740
406 353 440 353
487 54 490 54
113 269 113 317
802 994 802 999
219 836 219 846
472 552 472 579
270 347 282 347
67 562 67 571
499 760 531 760
62 163 62 172
730 384 730 394
571 751 600 751
517 430 563 430
723 401 725 401
590 758 590 769
294 313 294 319
383 700 428 700
433 798 433 843
146 657 146 664
729 966 729 982
43 749 43 783
253 257 253 259
151 631 151 677
140 970 140 978
140 454 185 454
216 648 216 698
172 85 172 102
382 81 423 81
893 922 935 922
159 433 159 467
805 210 833 210
537 538 551 538
516 526 516 528
676 328 676 332
714 29 714 79
514 105 527 105
515 328 515 370
243 558 257 558
169 740 216 740
579 535 579 540
321 490 333 490
662 666 701 666
968 95 968 118
287 177 287 182
647 493 647 494
113 509 162 509
526 162 526 201
244 812 292 812
312 172 312 209
583 472 583 496
784 96 784 142
383 812 419 812
928 271 928 300
35 344 53 344
658 522 679 522
172 173 172 223
79 774 79 775
123 558 144 558
383 398 383 426
431 150 431 200
310 811 318 811
832 290 832 291
142 945 147 945
614 287 614 295
210 601 241 601
729 154 742 154
114 488 114 493
693 934 727 934
523 861 523 863
574 500 622 500
998 675 999 675
50 622 63 622
871 760 921 760
548 767 564 767
580 886 580 905
66 182 66 209
76 457 76 492
85 435 133 435
288 246 288 267
794 790 840 790
597 360 605 360
681 897 681 903
379 362 379 404
277 186 277 213
98 463 98 485
878 186 880 186
389 927 389 952
895 528 944 528
624 177 656 177
375 232 375 254
490 426 519 426
504 782 504 811
296 23 296 61
655 864 669 864
295 331 337 331
447 291 447 299
967 767 967 799
629 319 629 335
251 230 273 230
341 47 341 58
419 27 462 27
678 379 725 379
197 60 218 60
727 176 727 216
282 702 282 739
793 25 802 25
997 474 999 474
725 1 725 35
824 787 842 787
779 105 796 105
621 209 621 225
932 796 982 796
37 994 37 995
34 789 34 834
481 468 499 468
60 363 60 378
321 881 322 881
669 553 672 553
132 816 132 848
6 603 7 603
208 386 208 392
230 734 256 734
234 829 281 829
420 36 464 36
847 51 847 81
386 731 390 731
695 331 695 341
566 464 566 497
126 876 126 913
748 677 785 677
767 379 767 406
328 877 328 913
291 676 291 688
809 313 809 339
186 34 186 70
979 710 979 713
604 446 604 466
486 588 492 588
195 183 195 221
935 125 935 141
116 345 127 345
494 249 494 253
14 920 21 920
6 794 6 818
408 641 450 641
495 538 495 585
866 996 885 996
511 653 511 697
540 898 582 898
231 213 262 213
477 896 477 927
686 477 730 477
891 952 891 987
909 546 930 546
984 789 984 796
65 815 65 843
686 523 686 543
930 678 930 701
393 445 393 490
372 880 415 880
358 332 405 332
462 2 462 34
342 768 358 768
628 84 629 84
462 320 496 320
83 452 83 482
260 728 294 728
728 15 728 49
180 452 217 452
283 858 311 858
552 256 552 273
704 587 704 634
141 991 177 991
459 858 461 858
250 700 250 728
457 116 457 131
477 823 485 823
795 738 795 759
58 489 84 489
776 614 790 614
397 477 397 512
783 621 830 621
496 101 496 143
792 98 835 98
384 198 433 198
2 745 45 745
754 705 754 738
711 512 755 512
948 626 977 626
601 967 608 967
341 597 383 597
568 72 568 120
846 159 864 159
700 646 700 648
377 402 377 403
835 401 851 401
345 905 345 946
419 307 426 307
384 275 403 275
375 27 375 67
514 183 514 228
892 697 892 730
841 345 841 359
807 512 807 519
183 109 183 149
862 190 862 206
164 693 164 737
870 149 919 149
383 35 416 35
810 94 815 94
976 965 976 985
47 572 47 585
719 551 730 551
348 150 368 150
934 461 984 461
709 926 723 926
478 759 505 759
505 138 505 185
289 659 289 705
530 740 530 753
153 836 195 836
27 60 27 95
85 267 85 280
131 775 168 775
399 536 417 536
90 386 118 386
748 98 748 144
843 302 843 329
983 807 983 856
559 546 559 583
903 754 903 762
970 716 970 722
93 76 93 125
110 930 126 930
378 292 421 292
359 623 359 638
936 529 936 567
610 356 610 368
582 487 582 537
558 501 588 501
788 339 788 372
776 675 776 679
541 97 579 97
121 156 121 182
123 366 123 393
469 288 469 318
430 189 450 189
303 26 350 26
926 771 926 803
437 784 448 784
753 450 753 460
363 569 386 569
681 30 681 56
838 69 838 111
824 321 824 351
98 663 98 672
36 739 36 761
587 67 587 94
102 490 102 507
141 173 187 173
458 592 488 592
909 911 909 970
381 290 381 303
907 400 907 431
168 795 199 795
649 856 649 868
9 361 21 361
921 147 921 196
325 81 325 106
657 112 665 112
758 62 762 62
820 981 820 987
28 182 28 225
70 802 70 829
131 821 131 854
157 749 157 777
303 621 307 621
690 113 716 113
169 827 171 827
416 399 416 407
439 948 439 960
468 477 468 499
184 681 184 726
348 153 382 153
644 677 663 677
93 226 119 226
73 844 123 844
938 390 938 406
711 649 711 675
459 213 459 216
714 195 735 195
499 617 499 637
952 872 984 872
918 577 935 577
909 308 912 308
761 157 761 197
740 111 745 111
58 709 58 726
200 933 200 951
622 485 643 485
436 103 462 103
865 313 865 335
691 103 691 125
255 224 272 224
748 156 776 156
788 910 818 910
647 583 679 583
865 783 914 783
660 347 660 372
757 950 757 989
505 424 505 482
50 308 70 308
914 291 945 291
240 38 284 38
520 711 520 715
503 867 534 867
146 929 146 939
108 536 114 536
478 743 478 767
680 555 680 586
703 900 703 939
589 677 628 677
262 386 262 431
293 990 329 990
44 108 68 108
838 309 838 350
919 303 952 303
954 480 954 488
600 290 600 293
78 75 78 115
567 323 599 323
900 119 902 119
557 870 557 889
913 344 946 344
443 741 470 741
834 575 857 575
717 688 738 688
416 554 439 554
868 608 872 608
975 114 975 156
56 22 56 68
672 437 672 483
717 815 739 815
885 36 918 36
182 364 187 364
767 29 767 44
465 293 465 296
192 647 192 664
300 512 300 521
304 313 304 356
293 362 320 362
782 674 809 674
59 69 59 107
970 810 972 810
185 16 185 19
137 105 143 105
908 978 908 986
701 365 745 365
633 936 633 959
676 191 707 191
206 979 206 993
707 270 707 303
683 399 702 399
651 86 700 86
258 402 258 414
255 274 255 295
311 596 330 596
495 227 514 227
360 701 401 701
846 893 846 915
876 934 895 934
523 627 553 627
319 836 319 846
884 401 884 423
919 229 919 278
254 32 258 32
680 289 686 289
551 473 566 473
360 825 360 873
988 127 988 131
791 418 791 422
663 803 663 809
225 146 225 170
838 294 868 294
1 246 23 246
663 818 663 846
733 506 734 506
76 118 76 168
203 521 203 568
139 902 139 946
457 406 467 406
386 519 436 519
627 392 666 392
387 447 387 492
446 704 490 704
930 866 930 891
380 805 391 805
990 42 1000 42
313 611 347 611
15 955 56 955
151 829 151 852
76 659 100 659
918 366 953 366
193 95 205 95
910 671 910 687
817 582 817 623
746 689 746 699
831 301 831 304
828 645 851 645
68 173 99 173
458 155 465 155
745 946 745 956
94 791 94 824
779 67 801 67
41 154 44 154
769 512 793 512
633 563 633 611
333 810 358 810
449 889 462 889
204 248 204 259
700 701 732 701
516 127 539 127
370 209 370 248
223 349 223 388
761 137 787 137
342 47 390 47
894 782 894 807
891 961 903 961
490 928 504 928
439 771 471 771
340 400 351 400
360 2 383 2
291 758 291 759
624 328 659 328
627 684 634 684
665 74 696 74
357 871 357 877
276 206 285 206
79 892 106 892
363 211 363 226
498 940 498 990
554 195 578 195
23 696 63 696
747 673 747 696
143 383 143 408
754 199 777 199
270 101 293 101
702 699 702 703
166 216 166 234
851 343 851 352
459 283 459 299
587 233 587 280
546 789 587 789
701 719 701 722
31 832 31 879
289 155 289 158
185 875 185 881
960 803 960 811
301 733 301 770
259 557 259 584
422 10 422 50
495 310 497 310
817 988 851 988
222 830 222 841
647 546 657 546
292 955 292 994
163 95 175 95
427 676 430 676
820 258 820 260
760 352 778 352
804 107 804 126
656 330 687 330
751 252 751 254
829 185 876 185
730 480 746 480
827 967 859 967
205 977 205 989
770 636 770 675
353 228 409 228
121 549 169 549
752 543 752 546
552 422 552 435
741 447 782 447
993 131 993 150
581 770 581 781
617 668 617 712
490 953 491 953
461 705 479 705
707 550 707 598
656 134 656 172
45 580 75 580
703 197 703 210
81 714 86 714
947 40 947 67
341 181 341 182
112 352 112 369
830 514 872 514
835 478 842 478
401 336 401 375
926 697 926 715
386 496 425 496
405 8 405 37
661 335 683 335
356 870 356 906
99 153 122 153
595 490 607 490
758 569 777 569
535 602 535 636
178 751 178 758
653 713 653 747
475 918 475 950
613 147 628 147
204 247 232 247
262 256 266 256
684 736 684 786
847 499 847 517
128 646 149 646
522 665 522 702
616 378 658 378
354 178 355 178
250 80 250 122
323 234 362 234
869 431 869 464
647 450 652 450
689 599 727 599
574 696 574 744
40 864 40 873
355 985 387 985
512 839 534 839
749 671 749 675
890 406 916 406
216 456 216 497
968 960 972 960
138 833 138 841
953 556 953 577
23 65 23 81
924 531 961 531
129 35 129 83
817 932 817 958
340 889 340 937
12 211 60 211
56 703 83 703
70 771 70 801
862 506 897 506
228 870 269 870
323 749 323 772
434 137 434 150
369 939 391 939
90 444 137 444
778 632 778 668
841 444 887 444
49 116 49 135
681 806 681 845
48 230 48 237
849 35 849 62
941 483 980 483
731 110 771 110
433 903 469 903
555 960 603 960
900 9 900 26
276 846 276 857
765 441 765 450
80 880 80 922
156 345 191 345
870 479 870 483
46 2 46 48
10 152 42 152
986 570 1000 570
813 264 813 303
221 635 228 635
428 368 428 391
337 148 337 180
968 608 968 633
81 807 81 842
139 219 148 219
736 152 743 152
801 74 801 84
362 36 382 36
172 565 172 570
491 299 534 299
515 229 549 229
453 26 471 26
224 636 224 684
968 720 968 757
549 330 549 350
814 5 814 6
572 836 596 836
929 700 929 716
627 849 663 849
972 791 972 839
536 543 547 543
582 885 582 893
369 38 370 38
658 546 694 546
967 406 967 427
918 97 960 97
340 100 388 100
107 48 127 48
839 263 865 263
468 118 468 135
840 243 863 243
154 428 154 452
555 253 585 253
416 510 416 559
396 266 396 268
905 103 949 103
400 978 400 984
373 237 373 281
870 655 888 655
46 617 46 640
629 162 629 186
500 698 500 718
554 205 585 205
514 317 537 317
369 996 394 996
112 176 118 176
957 883 989 883
142 804 168 804
815 342 815 348
819 692 860 692
120 597 164 597
84 308 98 308
476 348 519 348
565 591 565 635
664 171 664 205
98 204 98 227
592 156 624 156
303 126 303 146
610 74 646 74
33 217 33 218
60 699 60 739
201 153 201 157
773 542 773 553
911 587 911 633
237 58 275 58
835 696 835 744
131 288 131 335
904 494 919 494
198 104 198 144
682 604 726 604
2 519 50 519
889 217 889 232
636 339 636 357
741 273 741 296
319 131 319 172
72 3 72 35
392 797 392 838
985 635 988 635
125 488 164 488
169 285 169 308
159 643 159 660
713 524 713 542
542 320 590 320
520 574 553 574
348 947 348 956
745 516 789 516
458 546 458 589
83 121 83 161
849 104 866 104
435 688 474 688
43 863 43 896
462 312 480 312
623 310 645 310
777 101 777 138
56 620 64 620
620 97 652 97
255 770 255 782
89 942 89 981
960 869 960 906
596 10 596 28
271 167 271 195
440 172 440 196
647 165 647 209
443 991 443 998
508 153 508 162
83 749 88 749
51 161 51 163
876 649 916 649
969 556 969 586
55 530 55 558
21 886 29 886
323 886 323 932
75 794 75 842
574 525 574 532
918 373 955 373
502 386 502 411
604 870 604 918
269 621 296 621
982 338 982 362
408 203 408 240
555 73 555 101
507 16 508 16
389 549 389 571
533 268 539 268
234 261 236 261
369 707 397 707
948 880 948 882
28 890 75 890
914 105 914 117
139 185 158 185
790 884 837 884
62 350 62 393
288 962 288 983
894 289 934 289
91 108 91 149
626 92 626 124
137 648 146 648
791 44 791 56
807 203 807 250
792 195 792 222
26 672 62 672
342 245 342 292
909 527 909 552
646 2 670 2
501 866 502 866
309 530 352 530
697 953 719 953
332 223 369 223
788 751 788 765
682 775 682 821
814 690 864 690
601 732 601 750
870 134 898 134
645 797 645 806
978 147 996 147
965 267 965 294
238 654 238 675
708 639 708 650
450 469 450 514
664 151 696 151
35 105 62 105
916 20 930 20
199 648 246 648
853 471 853 509
952 322 957 322
365 988 365 998
387 746 387 759
460 425 473 425
757 463 757 504
419 627 457 627
340 301 367 301
208 712 208 748
529 295 529 297
131 150 136 150
567 428 567 434
248 123 248 166
661 190 661 207
45 525 93 525
874 916 874 959
118 936 153 936
118 543 155 543
678 932 678 947
427 672 444 672
579 75 579 91
212 215 239 215
575 59 591 59
891 82 901 82
156 569 156 619
870 431 918 431
930 295 930 303
139 485 139 489
92 751 92 787
821 445 821 486
531 622 531 633
512 487 560 487
325 251 325 258
208 191 208 221
129 639 129 662
829 587 848 587
785 86 795 86
968 409 999 409
945 725 945 745
513 716 520 716
812 676 812 691
552 858 578 858
778 923 778 960
697 67 715 67
860 833 877 833
555 332 555 375
508 607 508 637
616 913 652 913
200 473 200 516
361 907 401 907
747 217 795 217
563 7 563 15
614 158 614 207
41 411 50 411
711 897 711 902
839 390 855 390
529 557 534 557
885 26 934 26
594 356 594 357
734 252 734 263
546 999 579 999
62 652 66 652
283 229 316 229
667 497 688 497
213 32 226 32
957 733 973 733
591 862 591 901
825 203 849 203
432 53 434 53
200 707 200 711
321 459 321 473
242 485 258 485
573 622 573 665
152 272 190 272
660 542 660 564
833 67 865 67
207 420 207 464
171 11 171 25
751 717 751 760
941 349 941 390
934 320 958 320
450 366 470 366
751 237 775 237
735 639 735 684
155 438 155 461
868 776 918 776
426 625 455 625
642 341 642 367
456 780 456 810
657 793 657 830
621 531 668 531
167 382 198 382
297 828 341 828
270 324 270 327
886 186 900 186
341 452 377 452
955 154 981 154
787 715 804 715
130 52 130 58
932 707 945 707
522 954 522 992
422 659 467 659
982 775 997 775
500 398 500 439
851 136 851 145
889 541 897 541
496 341 496 382
224 133 224 174
166 286 166 309
929 916 963 916
782 337 782 347
406 9 406 53
926 431 926 475
468 336 468 373
675 317 675 342
193 343 193 365
72 149 115 149
647 703 647 713
595 305 595 347
803 589 803 614
435 180 452 180
91 605 91 633
172 104 190 104
683 905 708 905
189 748 223 748
917 947 917 952
486 939 486 952
729 109 755 109
287 592 304 592
555 445 555 493
365 98 369 98
384 838 384 850
331 664 331 680
396 691 396 731
358 380 395 380
293 418 323 418
409 233 410 233
783 788 830 788
283 415 283 422
114 487 152 487
674 886 674 921
518 525 538 525
561 621 561 655
516 760 516 764
825 808 825 820
388 901 393 901
770 801 774 801
257 879 257 911
40 413 40 446
293 877 293 924
147 582 147 609
310 992 310 998
386 863 386 889
941 768 941 783
410 337 422 337
