980 44 53
399 17 652 17
350 17 368 17
751 14 751 15
204 13 845 13
751 18 751 37
820 1 820 5
239 23 610 23
390 7 390 20
182 2 956 2
428 15 428 25
170 1 490 1
525 38 537 38
48 18 670 18
381 7 783 7
571 7 571 41
63 12 63 14
2 25 2 28
302 32 302 38
888 3 888 20
118 18 118 24
3 23 3 42
68 7 68 9
156 15 308 15
628 42 737 42
194 26 342 26
506 32 623 32
842 7 842 15
172 7 172 17
97 6 810 6
855 21 855 43
779 18 822 18
346 6 346 10
261 11 601 11
967 19 967 21
839 18 972 18
876 28 876 34
149 8 740 8
874 5 874 14
14 30 14 33
717 22 876 22
56 4 576 4
257 31 519 31
308 24 919 24
424 27 568 27
194 3 456 3
899 7 899 29
878 9 878 18
590 7 590 32
577 5 699 5
840 31 979 31
517 17 517 42
677 9 677 21
184 35 184 37
