100 1000 1000
26 732 30 732
15 73 76 73
24 817 97 817
24 431 85 431
72 68 72 972
18 586 45 586
18 970 59 970
73 206 84 206
21 638 100 638
66 58 82 58
25 335 32 335
12 30 12 994
4 895 83 895
7 292 28 292
47 34 47 991
74 389 96 389
8 866 32 866
3 911 51 911
7 757 20 757
24 324 90 324
12 750 99 750
52 715 71 715
5 683 81 683
17 253 79 253
54 240 69 240
0 151 79 151
9 474 85 474
12 327 85 327
35 158 93 158
51 749 100 749
7 857 80 857
62 449 94 449
63 49 63 979
79 176 93 176
66 235 98 235
14 571 47 571
2 480 80 480
29 31 29 993
29 430 80 430
59 12 59 982
59 792 84 792
2 42 83 42
53 991 55 991
6 804 88 804
8 684 24 684
45 620 79 620
1 695 37 695
8 38 10 38
20 488 83 488
7 418 81 418
61 286 87 286
73 19 73 975
11 76 51 76
0 67 98 67
11 158 21 158
39 271 100 271
53 126 89 126
1 86 18 86
33 928 89 928
49 574 75 574
0 241 83 241
86 88 87 88
15 322 59 322
4 769 4 984
51 646 82 646
62 11 62 964
36 84 97 84
34 892 85 892
14 414 76 414
20 667 91 667
10 330 13 330
3 470 91 470
21 223 47 223
50 603 67 603
23 847 27 847
12 44 95 44
55 540 69 540
2 493 34 493
9 778 51 778
11 655 45 655
37 600 100 600
69 98 92 98
35 700 38 700
16 547 50 547
1 871 93 871
2 535 47 535
59 722 91 722
55 15 55 989
15 516 53 516
53 173 61 173
3 392 51 392
16 6 56 6
39 7 39 977
44 11 54 11
23 536 91 536
8 636 75 636
34 929 54 929
79 606 80 606
0 513 48 513
8 309 61 309
20 605 77 605
11 347 84 347
19 958 98 958
36 28 74 28
69 568 71 568
27 3 27 969
55 376 76 376
9 731 23 731
3 455 100 455
6 84 6 978
33 312 92 312
2 297 88 297
26 447 37 447
3 26 3 993
45 293 50 293
34 302 94 302
42 42 42 991
56 162 62 162
44 137 71 137
52 275 66 275
12 795 74 795
2 907 97 907
38 567 77 567
22 141 53 141
39 164 100 164
36 950 76 950
14 203 52 203
30 460 85 460
23 304 56 304
75 59 75 931
79 261 85 261
4 598 89 598
71 84 71 990
23 29 53 29
23 234 30 234
47 328 57 328
13 11 13 944
