1000 1000000000 100
7 43968095 7 493960250
65 581131798 548 581131798
15 12649619 15 77997837
344 959585892 972 959585892
678 8808259 678 449415725
4 44620129 866 44620129
609 115927927 609 626151529
3 431983456 861 431983456
187 687914604 977 687914604
4 98243626 131 98243626
488 493990653 669 493990653
246 35630176 246 675628400
46 28968706 846 28968706
330 537130691 663 537130691
211 840086721 824 840086721
225 68233826 225 736032271
78 34601268 78 552176995
220 548009998 220 560481223
20 331976985 749 331976985
888 799247825 888 995021653
237 491576776 237 957117121
254 0 254 843395124
248 822458120 997 822458120
187 818318535 720 818318535
112 348151650 359 348151650
563 433946860 939 433946860
967 11278016 967 969242963
0 491129128 287 491129128
12 533093250 379 533093250
93 774922447 929 774922447
9 56955651 219 56955651
767 825658608 927 825658608
276 417241486 276 509235001
46 177615636 46 739536187
580 79216782 580 731704620
20 606239890 887 606239890
321 821278269 905 821278269
737 15114597 737 142628635
717 815127646 1000 815127646
0 968339078 8 968339078
25 68958674 25 478287520
187 845106793 997 845106793
622 0 622 891080530
743 722350874 743 852228397
376 256817210 1000 256817210
475 27199354 475 647905496
125 241072889 125 880201741
119 458359153 119 901332614
1 90821173 844 90821173
529 57895180 529 755407601
292 708748520 558 708748520
347 206458678 805 206458678
630 145140880 630 958332142
108 57191095 555 57191095
380 304450314 780 304450314
500 26648278 500 938438450
145 43966555 671 43966555
21 80380774 542 80380774
489 144771964 489 973698833
135 0 135 92991848
14 27189984 290 27189984
14 438094956 831 438094956
103 57498059 103 647609174
431 123625808 431 972562612
235 39329002 235 831517392
437 78281143 942 78281143
202 16481123 202 161533748
977 388072383 977 931674950
143 27118687 143 209177036
675 23346638 675 262199778
777 760591839 777 835152256
461 43424372 977 43424372
114 52842387 761 52842387
971 323189699 971 936994951
538 237888528 538 999916052
82 117594961 977 117594961
67 22868684 67 478129071
166 19837962 166 115652178
206 90011300 712 90011300
13 18508078 853 18508078
450 25569139 450 867894220
913 162521892 913 350591256
673 247148784 673 342415438
53 63796172 53 753982772
855 921954717 1000 921954717
12 157873364 67 157873364
583 304267406 583 738551358
19 0 19 681609535
473 416749262 473 934986278
462 18465235 462 948806406
207 471041355 820 471041355
896 47875904 896 481411266
0 557569856 320 557569856
0 231085768 882 231085768
80 650732873 615 650732873
497 19256651 497 370524156
140 455776357 820 455776357
66 197335434 859 197335434
31 333417402 345 333417402
513 74825673 513 1000000000
