1000000000 1000000000 100000
1 546791688 1000000000 546791688
240363775 0 240363775 999999997
3 929534253 1000000000 929534253
29921656 0 29921656 999999998
0 172034107 999999999 172034107
3 363937344 1000000000 363937344
1 485349184 999999999 485349184
29633408 0 29633408 999999999
0 835111997 999999999 835111997
2 129131383 999999999 129131383
577044210 1 577044210 999999999
489711669 2 489711669 1000000000
604937626 1 604937626 999999999
2 97773443 1000000000 97773443
191774322 3 191774322 1000000000
228173176 1 228173176 999999998
685583538 1 685583538 1000000000
653453662 2 653453662 1000000000
0 130382128 999999997 130382128
1 510969485 999999999 510969485
1 897283777 999999999 897283777
724196279 0 724196279 1000000000
704374443 1 704374443 1000000000
94891634 0 94891634 999999997
799954989 1 799954989 999999999
1 728602115 1000000000 728602115
2 780322148 999999999 780322148
2 116078459 1000000000 116078459
408333802 1 408333802 1000000000
2 255595148 1000000000 255595148
151274293 2 151274293 1000000000
0 151673124 1000000000 151673124
0 889911534 1000000000 889911534
977187066 1 977187066 999999999
1 32678950 999999998 32678950
606255977 1 606255977 999999998
561886041 2 561886041 1000000000
3 422830850 1000000000 422830850
172193663 2 172193663 1000000000
562627775 3 562627775 1000000000
685041157 2 685041157 999999999
840846773 0 840846773 999999998
878328412 1 878328412 999999998
270597160 1 270597160 999999998
3 288815531 1000000000 288815531
964090161 1 964090161 999999998
49173986 0 49173986 999999998
2 983500920 999999999 983500920
84340728 1 84340728 1000000000
0 927742731 999999999 927742731
55381074 0 55381074 999999998
526086806 0 526086806 1000000000
2 419924689 999999999 419924689
3 798782289 1000000000 798782289
3 852589174 1000000000 852589174
599567163 0 599567163 999999998
606152727 0 606152727 999999999
576219150 0 576219150 999999998
1 19103322 999999998 19103322
3 585680515 1000000000 585680515
3 914699842 1000000000 914699842
987381221 1 987381221 999999998
430050379 3 430050379 1000000000
0 546546016 999999999 546546016
0 727001210 999999997 727001210
314747483 2 314747483 1000000000
937586809 3 937586809 1000000000
437810986 1 437810986 1000000000
832336800 0 832336800 1000000000
0 197548502 999999998 197548502
3 245135540 1000000000 245135540
838430510 0 838430510 1000000000
389300551 3 389300551 1000000000
22972456 1 22972456 1000000000
1 203201124 999999999 203201124
3 467747278 1000000000 467747278
1 413078800 999999999 413078800
3 55328922 1000000000 55328922
25358731 0 25358731 1000000000
1 593164669 1000000000 593164669
255514230 2 255514230 1000000000
406548260 1 406548260 1000000000
520445989 2 520445989 1000000000
412333792 1 412333792 1000000000
0 306664476 999999999 306664476
0 180881672 1000000000 180881672
2 112335496 1000000000 112335496
0 645582262 1000000000 645582262
1 655520183 999999998 655520183
283778175 0 283778175 1000000000
0 15268513 1000000000 15268513
44781683 0 44781683 1000000000
2 852294504 1000000000 852294504
735584292 1 735584292 999999999
929774375 2 929774375 1000000000
768382287 1 768382287 999999999
0 974155034 999999999 974155034
423732450 2 423732450 1000000000
278319419 2 278319419 999999999
2 856662290 1000000000 856662290
345600526 0 345600526 999999999
393996853 1 393996853 999999998
122080353 1 122080353 999999998
1 537191770 1000000000 537191770
455083917 0 455083917 1000000000
0 876889568 999999999 876889568
0 273886101 999999997 273886101
0 445244968 999999999 445244968
2 207605253 999999999 207605253
2 117056350 999999999 117056350
1 955776373 1000000000 955776373
185167778 1 185167778 1000000000
3 804516382 1000000000 804516382
477530373 1 477530373 1000000000
163343695 3 163343695 1000000000
3 887679964 1000000000 887679964
0 865906791 999999999 865906791
3 417558682 1000000000 417558682
3 708635517 1000000000 708635517
3 901257991 1000000000 901257991
806846103 3 806846103 1000000000
92013315 0 92013315 1000000000
0 462952741 1000000000 462952741
523941972 3 523941972 1000000000
606742651 3 606742651 1000000000
569404858 0 569404858 999999998
1 205101725 1000000000 205101725
0 49575045 999999999 49575045
674187191 0 674187191 1000000000
0 210532888 1000000000 210532888
423249681 1 423249681 999999999
596631597 1 596631597 999999999
0 479519993 999999999 479519993
498297046 0 498297046 999999997
4556805 3 4556805 1000000000
967858966 0 967858966 1000000000
511485543 2 511485543 999999999
1 686360431 999999998 686360431
1 563458097 999999999 563458097
648011316 3 648011316 1000000000
898697118 2 898697118 1000000000
1 49838992 999999999 49838992
1 72219958 999999998 72219958
3 313918725 1000000000 313918725
139329229 2 139329229 1000000000
535467490 3 535467490 1000000000
1 997961017 999999998 997961017
0 87353948 999999997 87353948
163862553 2 163862553 1000000000
3 882876407 1000000000 882876407
0 769491707 999999998 769491707
967681497 3 967681497 1000000000
8661892 3 8661892 1000000000
259869300 0 259869300 999999998
2 801838358 1000000000 801838358
373647085 3 373647085 1000000000
270933324 3 270933324 1000000000
2 920599932 999999999 920599932
51453868 2 51453868 1000000000
2 250131566 1000000000 250131566
2 881216462 1000000000 881216462
0 955727831 1000000000 955727831
2 511283313 999999999 511283313
2 688594610 999999999 688594610
612024729 1 612024729 999999998
536575227 0 536575227 999999998
0 701275584 999999997 701275584
587621395 1 587621395 999999998
736891068 3 736891068 1000000000
2 731088745 1000000000 731088745
191173019 0 191173019 999999997
2 781925479 999999999 781925479
0 429671625 999999999 429671625
556687840 1 556687840 1000000000
563302338 0 563302338 999999998
3 803963674 1000000000 803963674
3 247447026 1000000000 247447026
3 882680678 1000000000 882680678
51489468 0 51489468 999999997
1 925906322 999999999 925906322
923833833 2 923833833 1000000000
3 563040149 1000000000 563040149
0 377370774 1000000000 377370774
85515143 0 85515143 999999999
364426673 0 364426673 1000000000
407924142 0 407924142 999999998
622712275 0 622712275 999999999
0 460465132 999999999 460465132
0 862862898 999999999 862862898
804650299 2 804650299 1000000000
1 890577229 1000000000 890577229
464338844 1 464338844 999999999
3 777496557 1000000000 777496557
702280717 2 702280717 1000000000
237103937 3 237103937 1000000000
135352948 3 135352948 1000000000
3 690723547 1000000000 690723547
81377389 0 81377389 999999997
3 452552390 1000000000 452552390
382149841 1 382149841 999999999
0 423864722 999999998 423864722
3 773584951 1000000000 773584951
637515946 2 637515946 1000000000
0 657845723 1000000000 657845723
833430173 1 833430173 999999999
1 891472424 999999999 891472424
0 104688585 999999997 104688585
3 51174238 1000000000 51174238
221023991 2 221023991 1000000000
3 383956459 1000000000 383956459
2 873426080 1000000000 873426080
1 606781328 1000000000 606781328
314781800 1 314781800 999999999
304633611 3 304633611 1000000000
3 111858148 1000000000 111858148
202091591 1 202091591 999999999
0 196627219 999999997 196627219
188434760 3 188434760 1000000000
3 741495840 1000000000 741495840
896946175 1 896946175 999999998
3 458435853 1000000000 458435853
897757326 1 897757326 1000000000
0 960769715 999999998 960769715
1 258807351 999999999 258807351
3 132132092 1000000000 132132092
116220502 2 116220502 999999999
3 225609396 1000000000 225609396
180681337 0 180681337 1000000000
1 672082725 1000000000 672082725
3 265860871 1000000000 265860871
660514937 2 660514937 999999999
3 832290887 1000000000 832290887
2 778366248 999999999 778366248
459976024 3 459976024 1000000000
1 741792280 999999998 741792280
