100 1000000000 1000
6 265708966 71 265708966
2 346633451 26 346633451
19 381128007 61 381128007
14 512338802 47 512338802
34 244306560 46 244306560
48 19803883 48 890526983
93 71243405 93 841867801
21 36808173 29 36808173
26 83374178 26 997023882
28 90732698 28 995940731
12 983238049 17 983238049
11 343380290 68 343380290
20 61269807 69 61269807
48 680048268 66 680048268
28 113941223 83 113941223
88 119596842 100 119596842
56 532505937 80 532505937
29 131698432 91 131698432
70 94695773 70 781617311
35 941337892 40 941337892
56 417377116 96 417377116
22 117227045 69 117227045
43 165395140 52 165395140
88 657967497 93 657967497
36 96731765 51 96731765
22 447966112 27 447966112
4 90233904 56 90233904
40 173806234 72 173806234
29 28773585 48 28773585
49 938719320 84 938719320
8 825785541 31 825785541
5 34659256 61 34659256
24 883325977 89 883325977
38 237850631 86 237850631
60 767429777 90 767429777
74 15602697 74 730788589
16 997133457 76 997133457
31 95266248 31 816825630
18 466906463 66 466906463
31 937475488 93 937475488
16 82091878 100 82091878
47 509361020 94 509361020
2 413777295 53 413777295
1 832646758 55 832646758
9 144800322 24 144800322
19 2001827 19 952230800
22 661162320 78 661162320
37 226021269 79 226021269
1 675608257 11 675608257
66 47122753 66 968686593
24 194614393 69 194614393
23 770636225 86 770636225
6 8314887 38 8314887
5 975312033 53 975312033
82 196618998 89 196618998
31 142474985 72 142474985
38 840236884 100 840236884
21 223248912 52 223248912
7 488024735 83 488024735
64 864369929 77 864369929
13 882880025 24 882880025
56 53242153 81 53242153
29 76967717 29 167511695
14 141213305 57 141213305
82 695806185 93 695806185
20 333136484 74 333136484
5 524210520 91 524210520
75 173799784 81 173799784
11 196175022 26 196175022
19 121774351 48 121774351
97 31760650 97 773162671
81 191053391 93 191053391
3 207955115 100 207955115
24 173770626 99 173770626
5 277282338 45 277282338
83 12308342 83 767549280
25 145979122 66 145979122
34 989553725 39 989553725
19 987348157 63 987348157
67 124798454 72 124798454
35 349182360 65 349182360
67 373616935 76 373616935
29 361235918 85 361235918
14 38834291 14 948848988
75 302247299 92 302247299
23 399986377 86 399986377
7 922096446 83 922096446
1 606784985 73 606784985
73 813038881 90 813038881
8 997868553 91 997868553
48 434710973 95 434710973
36 42250907 36 166656748
63 130821439 63 973180785
3 353189112 30 353189112
1 130222011 3 130222011
26 29812421 58 29812421
40 37411050 40 894944413
9 632782199 36 632782199
18 92460303 85 92460303
72 32803737 72 971208540
20 495352519 82 495352519
23 451219144 98 451219144
84 653556225 92 653556225
54 641628090 100 641628090
50 33893096 92 33893096
59 997080261 62 997080261
11 919040456 55 919040456
72 856574039 86 856574039
24 567966041 34 567966041
17 516107082 89 516107082
80 256029069 80 965647149
24 827639147 55 827639147
74 121557145 99 121557145
24 999998206 64 999998206
20 113235388 42 113235388
35 746725124 51 746725124
83 608898192 84 608898192
22 569320466 32 569320466
33 201885421 56 201885421
4 258735047 72 258735047
14 757863003 76 757863003
26 41438917 58 41438917
8 502977588 73 502977588
78 96493460 78 975638452
7 942361612 25 942361612
36 2760280 37 2760280
3 368357216 7 368357216
69 15930111 69 59485038
24 617360169 87 617360169
88 705791175 88 847275493
56 1587170 56 933070565
9 261674617 74 261674617
39 452073405 86 452073405
26 517539628 44 517539628
34 336793963 84 336793963
7 277363616 100 277363616
54 472860342 57 472860342
20 787729551 66 787729551
39 260835063 82 260835063
23 812931199 27 812931199
12 652149346 32 652149346
4 26323124 88 26323124
51 338200283 57 338200283
24 91405878 52 91405878
60 313567414 70 313567414
46 27851325 46 875597342
25 981866395 68 981866395
19 184439901 33 184439901
80 229094681 80 251651389
73 38867298 73 984343746
17 885820431 81 885820431
46 811758606 98 811758606
44 168080103 92 168080103
1 869523627 62 869523627
38 840097549 76 840097549
49 338607910 98 338607910
23 298830205 97 298830205
23 958063461 51 958063461
7 923672078 60 923672078
16 357793047 97 357793047
23 679297440 58 679297440
9 408959 9 530654708
34 954664357 56 954664357
28 884532343 31 884532343
68 963618159 91 963618159
33 659395061 65 659395061
0 37645654 30 37645654
37 739961319 57 739961319
87 117496284 87 950983592
18 684882369 76 684882369
45 640364529 82 640364529
29 240112704 41 240112704
1 30293761 68 30293761
59 166031019 68 166031019
49 48576089 49 980020335
44 65214741 91 65214741
30 111283586 44 111283586
42 91943643 61 91943643
40 403755876 60 403755876
53 997913048 98 997913048
43 869775285 55 869775285
46 794693139 73 794693139
3 228316266 66 228316266
54 617271922 70 617271922
45 247798800 55 247798800
9 878421862 49 878421862
41 317312417 97 317312417
6 523333302 77 523333302
26 657593425 29 657593425
14 87636849 83 87636849
38 33857540 38 957939659
15 544113479 86 544113479
68 550457537 75 550457537
30 224503967 58 224503967
1 239506542 13 239506542
30 120343471 85 120343471
19 873574302 99 873574302
77 657827796 98 657827796
46 82303097 74 82303097
54 792206461 66 792206461
48 364994798 72 364994798
0 4610931 53 4610931
51 616656377 60 616656377
24 577617465 63 577617465
56 873034772 78 873034772
1 237532067 100 237532067
18 958693048 78 958693048
17 144926530 86 144926530
9 614190536 9 693969508
19 485150227 61 485150227
89 483599647 96 483599647
92 75794801 92 999068841
42 349069350 92 349069350
14 82453602 47 82453602
3 804150078 49 804150078
85 274691573 94 274691573
32 20432849 32 974055754
90 708195163 92 708195163
1 240726995 88 240726995
3 458428151 43 458428151
14 961973173 61 961973173
3 909997399 96 909997399
8 113552987 36 113552987
37 6353260 37 978554658
16 970283114 98 970283114
33 44877275 69 44877275
24 529696267 80 529696267
48 441231313 69 441231313
28 241284406 78 241284406
34 19510303 41 19510303
0 948949221 32 948949221
76 549375823 79 549375823
5 873746223 91 873746223
16 7658196 35 7658196
12 657674181 44 657674181
21 647357344 28 647357344
68 984820794 94 984820794
2 923076360 5 923076360
81 948398630 93 948398630
34 402847012 37 402847012
10 848144006 56 848144006
4 662077827 80 662077827
18 303818854 86 303818854
45 3653579 64 3653579
27 225051440 37 225051440
9 459072629 41 459072629
2 217485266 54 217485266
24 765601206 48 765601206
13 962425169 79 962425169
6 212908460 88 212908460
26 30662592 72 30662592
51 26583109 83 26583109
18 141597514 18 888357472
17 220890041 18 220890041
22 764254253 39 764254253
48 383466898 70 383466898
80 92283328 80 194521019
42 202401288 84 202401288
28 804072539 57 804072539
62 977479164 82 977479164
15 862075236 25 862075236
17 11527403 34 11527403
33 113708049 40 113708049
51 271751127 67 271751127
79 899025809 99 899025809
57 237773200 99 237773200
14 220606923 74 220606923
53 471835399 72 471835399
19 374094685 80 374094685
57 401559987 70 401559987
9 532244820 97 532244820
43 814969291 68 814969291
41 478106470 62 478106470
29 255897169 35 255897169
9 377266686 92 377266686
67 677191036 85 677191036
20 685925111 55 685925111
55 140963398 82 140963398
62 367778210 92 367778210
35 315232661 43 315232661
71 446323242 87 446323242
33 914384949 89 914384949
12 730046679 61 730046679
42 17437639 42 908929398
5 43568948 93 43568948
43 518511979 63 518511979
0 443126802 57 443126802
81 82479052 81 994705940
40 40304167 53 40304167
30 769656513 77 769656513
11 183179951 23 183179951
61 125256875 72 125256875
33 544880034 82 544880034
48 916053732 55 916053732
53 830388569 84 830388569
11 413313295 35 413313295
47 503943463 86 503943463
5 882881965 100 882881965
87 521034572 99 521034572
4 945578953 77 945578953
67 47166580 67 969592630
43 270945019 62 270945019
99 27764579 99 987940302
0 962575611 1 962575611
39 640144130 70 640144130
46 893942253 46 898876787
56 184669518 79 184669518
24 459748427 74 459748427
14 398511166 91 398511166
12 879555218 41 879555218
17 510891950 96 510891950
47 443437220 47 837206473
8 17267004 59 17267004
74 341966123 86 341966123
42 849732132 67 849732132
19 337887976 61 337887976
1 506351537 70 506351537
10 800101447 72 800101447
24 645586844 41 645586844
58 12572921 58 951987650
43 893835411 44 893835411
25 843239951 54 843239951
25 664569730 48 664569730
34 97601632 77 97601632
23 31271656 29 31271656
74 626228659 75 626228659
71 623218231 99 623218231
79 135967618 80 135967618
8 244280916 62 244280916
14 505669649 88 505669649
64 349582677 86 349582677
19 594009098 88 594009098
71 167455814 86 167455814
13 4210416 44 4210416
29 871318166 46 871318166
40 612984694 93 612984694
13 785331383 92 785331383
27 510757648 59 510757648
25 606199241 46 606199241
9 325495018 21 325495018
55 574016962 89 574016962
4 335534481 81 335534481
6 356426563 95 356426563
29 702992252 36 702992252
69 64341496 69 849459597
1 724938154 21 724938154
41 84408664 44 84408664
21 400849370 81 400849370
1 771768724 37 771768724
61 399726304 75 399726304
31 21177658 77 21177658
39 195756993 100 195756993
1 649742599 32 649742599
9 60583491 59 60583491
5 128149672 35 128149672
85 470553172 89 470553172
10 216266449 16 216266449
40 491248756 70 491248756
0 585251147 2 585251147
2 29169719 41 29169719
98 88300816 98 987965509
23 742710470 92 742710470
55 139231429 60 139231429
64 602641021 90 602641021
48 775542795 93 775542795
41 17919931 41 32603254
33 283475399 40 283475399
67 473816975 90 473816975
38 962577178 43 962577178
6 28255263 79 28255263
32 141466242 44 141466242
3 658762981 48 658762981
75 673311263 99 673311263
25 254385407 47 254385407
75 22677266 75 791793852
39 449277878 93 449277878
29 542651003 40 542651003
0 257264402 53 257264402
10 206528376 79 206528376
1 203455056 41 203455056
15 333456012 64 333456012
25 71492636 68 71492636
69 279376795 89 279376795
31 504886549 36 504886549
36 198650243 89 198650243
5 736331760 73 736331760
10 844055159 50 844055159
89 393265904 93 393265904
26 310434898 50 310434898
71 379366560 96 379366560
38 764206080 76 764206080
52 173716577 98 173716577
52 324470802 75 324470802
80 222722943 89 222722943
28 907628878 32 907628878
5 670436674 38 670436674
73 199932422 98 199932422
76 604979881 78 604979881
29 525761081 86 525761081
52 274638760 59 274638760
3 167865488 23 167865488
36 169597223 36 995448407
45 337905316 93 337905316
17 737739966 88 737739966
11 207070539 74 207070539
4 675952481 79 675952481
12 413309135 77 413309135
48 470294095 60 470294095
1 712061168 34 712061168
75 544569167 97 544569167
10 144589011 66 144589011
21 111563589 93 111563589
11 778672581 29 778672581
5 862291576 46 862291576
15 567039263 74 567039263
45 14060663 45 903203558
68 61956311 89 61956311
6 923555286 11 923555286
53 632438665 98 632438665
38 553012169 97 553012169
70 319469351 90 319469351
37 93132884 39 93132884
8 91794434 34 91794434
61 989908010 90 989908010
37 556302287 57 556302287
20 752638674 41 752638674
86 56730805 90 56730805
15 829327825 19 829327825
2 971353239 95 971353239
82 12472345 82 950787803
47 652152708 92 652152708
2 468877823 21 468877823
18 57761920 36 57761920
58 23377362 90 23377362
42 192258914 46 192258914
24 734268251 50 734268251
1 3070554 1 998417018
55 7546383 55 673135521
33 185811149 87 185811149
33 655378273 44 655378273
18 126240656 62 126240656
33 694805776 86 694805776
6 653625597 28 653625597
9 382587225 39 382587225
41 533146143 100 533146143
85 113957922 100 113957922
14 278772427 72 278772427
26 20377411 98 20377411
5 656083696 92 656083696
57 14071363 57 774540334
18 385857007 99 385857007
25 216280630 33 216280630
85 62683565 85 997274822
60 88733657 60 926291864
35 937685875 57 937685875
2 710366339 41 710366339
11 593091886 47 593091886
3 46461922 69 46461922
6 512131051 66 512131051
15 212616434 47 212616434
25 776700012 77 776700012
58 739256756 99 739256756
22 251833940 25 251833940
28 96756904 93 96756904
79 955660248 94 955660248
30 230132439 90 230132439
45 83341737 82 83341737
79 839851748 84 839851748
43 964190287 87 964190287
35 315523757 67 315523757
48 637078615 81 637078615
41 187053413 58 187053413
16 13918794 16 996729713
22 998134053 95 998134053
22 47270851 22 908204166
49 122322393 57 122322393
57 398381120 66 398381120
42 208814856 60 208814856
3 774243081 14 774243081
54 468818646 87 468818646
53 37928414 60 37928414
69 299876380 96 299876380
31 395449488 61 395449488
56 236600060 85 236600060
1 980239833 44 980239833
29 50841923 58 50841923
9 167456500 90 167456500
62 576460671 80 576460671
78 147311878 93 147311878
27 103414915 37 103414915
17 185661511 17 976222645
74 27360033 86 27360033
0 727168830 82 727168830
57 631364459 99 631364459
30 280553455 80 280553455
51 72975904 90 72975904
8 934440719 10 934440719
40 131995214 100 131995214
36 311157389 64 311157389
28 264432434 71 264432434
56 264381900 75 264381900
44 725645383 81 725645383
22 234283351 61 234283351
71 197401660 87 197401660
53 970574558 73 970574558
7 886602065 51 886602065
72 831140517 86 831140517
89 181976381 89 970284034
55 850832023 79 850832023
10 795181469 92 795181469
31 192332410 48 192332410
2 66132786 80 66132786
49 483253960 74 483253960
5 837901479 57 837901479
12 166053790 36 166053790
8 730352703 85 730352703
62 27463658 62 998062837
0 855841356 50 855841356
43 202572431 50 202572431
41 282108183 66 282108183
3 142654143 75 142654143
42 497220258 65 497220258
32 738581336 64 738581336
20 116240666 43 116240666
19 861919951 64 861919951
7 255053445 7 824113346
38 312236022 96 312236022
51 986704234 87 986704234
15 458196207 48 458196207
17 647570140 96 647570140
19 921569594 76 921569594
45 270550115 48 270550115
71 503522464 82 503522464
27 213822896 40 213822896
38 944790958 70 944790958
54 503973388 66 503973388
16 108144701 61 108144701
75 74080437 76 74080437
19 816206355 20 816206355
13 787613521 50 787613521
21 101287281 35 101287281
55 410004006 81 410004006
29 655170624 50 655170624
4 998085159 65 998085159
13 995221972 51 995221972
13 28246764 13 931589881
66 239757101 73 239757101
50 759754428 55 759754428
31 461137896 61 461137896
24 523073397 81 523073397
37 392656742 86 392656742
38 895283531 68 895283531
10 151857410 34 151857410
62 840923763 73 840923763
7 203244264 75 203244264
40 591169240 72 591169240
85 527093055 99 527093055
74 903210483 84 903210483
11 976641295 22 976641295
38 688393999 76 688393999
5 62575832 90 62575832
9 396022810 68 396022810
11 232967211 32 232967211
22 279857499 96 279857499
21 304347954 96 304347954
37 842099164 69 842099164
67 920830351 72 920830351
82 929864182 94 929864182
74 795605498 74 864072218
95 2253260 95 933281871
42 289798670 70 289798670
0 515878098 48 515878098
3 587550826 69 587550826
2 885532613 36 885532613
41 801512974 68 801512974
57 778823378 81 778823378
10 840970014 39 840970014
58 124145941 71 124145941
38 96117376 54 96117376
47 718788955 49 718788955
14 72396373 70 72396373
3 242893671 82 242893671
45 853889767 58 853889767
54 36209735 54 879166723
61 324198480 96 324198480
11 592764294 81 592764294
1 26971757 36 26971757
92 683344319 95 683344319
36 108367333 75 108367333
75 465161458 87 465161458
15 777573025 48 777573025
51 7580263 51 933124572
45 942971683 89 942971683
28 564154531 63 564154531
1 459031184 4 459031184
24 367964750 63 367964750
50 822470730 97 822470730
8 632737618 97 632737618
50 954886423 75 954886423
25 171651668 55 171651668
54 499903120 71 499903120
65 525155378 77 525155378
83 324474061 98 324474061
84 991502163 87 991502163
6 615197143 37 615197143
12 816918553 56 816918553
56 359822645 61 359822645
6 397646817 25 397646817
20 33800351 20 901261023
24 194845693 53 194845693
32 235239313 96 235239313
0 967402596 25 967402596
30 362978091 71 362978091
39 57552946 96 57552946
27 95617947 90 95617947
23 768956188 67 768956188
43 10963469 43 937476053
5 134200277 73 134200277
1 931739590 53 931739590
11 948350936 17 948350936
71 352503200 84 352503200
3 46212032 3 915781638
38 765990551 62 765990551
4 80064507 4 933517992
18 999848840 39 999848840
21 728174423 75 728174423
71 105908944 71 998609076
34 102852346 34 902630978
0 976204722 8 976204722
77 632083270 92 632083270
19 109054037 43 109054037
1 43001894 74 43001894
9 242721925 26 242721925
33 657870099 65 657870099
33 49286098 33 847196252
51 250670281 62 250670281
18 811645203 33 811645203
29 184789394 44 184789394
1 982915629 92 982915629
68 271674904 72 271674904
20 28729797 39 28729797
21 83930955 21 452933741
58 647868154 81 647868154
8 866510356 60 866510356
2 351183399 47 351183399
51 775135541 78 775135541
25 705668209 70 705668209
23 210791238 66 210791238
7 391463311 62 391463311
34 256013784 98 256013784
55 116717150 62 116717150
40 162655673 70 162655673
14 767324912 37 767324912
8 109983145 8 846855584
19 840787698 64 840787698
30 165244454 30 905954202
32 744237433 46 744237433
64 43660085 64 965598478
38 277746536 83 277746536
13 995690826 61 995690826
25 3666499 94 3666499
9 774213417 90 774213417
8 857048169 66 857048169
13 140651440 97 140651440
37 527872867 74 527872867
82 367255448 98 367255448
13 451601966 73 451601966
16 184185790 33 184185790
27 720450080 45 720450080
86 246934227 89 246934227
22 231772808 26 231772808
52 61163876 52 918983638
68 964361459 75 964361459
30 134351313 57 134351313
12 733352069 13 733352069
66 736994993 87 736994993
51 195011958 66 195011958
46 503838829 98 503838829
58 744891647 62 744891647
2 852530663 90 852530663
17 236711240 93 236711240
12 180969679 72 180969679
8 741541293 20 741541293
15 80125672 15 983317958
33 974819987 67 974819987
7 613389146 16 613389146
1 832551184 69 832551184
63 698706786 65 698706786
18 90457059 38 90457059
39 915417575 71 915417575
30 969134558 33 969134558
27 902146935 89 902146935
14 332519215 79 332519215
36 128469208 87 128469208
2 13440064 84 13440064
90 19617835 90 931826116
12 1120346 12 827120852
30 241017057 80 241017057
55 622434198 58 622434198
18 93630877 74 93630877
6 284600171 6 974929616
2 395615550 45 395615550
42 169196752 77 169196752
3 456227096 95 456227096
30 528070264 87 528070264
34 719860504 35 719860504
48 226777610 49 226777610
16 418452752 31 418452752
26 963070899 83 963070899
23 742196167 23 952768744
12 613778280 88 613778280
44 361509168 83 361509168
58 876765727 68 876765727
15 63593756 28 63593756
37 624636941 70 624636941
54 800633445 79 800633445
3 228896257 23 228896257
42 824438110 68 824438110
87 101680835 89 101680835
0 622956596 74 622956596
20 905060570 46 905060570
17 169136549 32 169136549
31 566021489 92 566021489
39 919790175 45 919790175
32 274858141 96 274858141
20 992912273 31 992912273
88 26594025 88 652308579
64 966809990 78 966809990
4 750470710 99 750470710
20 304496196 48 304496196
22 742974777 42 742974777
54 967124730 59 967124730
36 955859904 74 955859904
42 205932403 99 205932403
25 62229815 99 62229815
65 9965911 65 961203305
3 695471374 54 695471374
89 187452518 93 187452518
25 174189144 97 174189144
37 72032408 57 72032408
36 351296296 59 351296296
25 761923749 53 761923749
9 695972242 64 695972242
25 645600262 76 645600262
71 219122274 90 219122274
19 555396932 66 555396932
24 86748901 24 973462738
67 841235008 91 841235008
5 640310141 53 640310141
58 494490491 69 494490491
2 23567709 5 23567709
91 45919283 91 999673691
4 593103479 74 593103479
30 243124772 87 243124772
11 202836420 36 202836420
16 698715640 100 698715640
65 550952027 72 550952027
65 371305304 91 371305304
34 316027747 46 316027747
3 67442671 11 67442671
41 356558271 56 356558271
78 211379343 86 211379343
15 431903726 47 431903726
34 202073213 57 202073213
0 62230872 70 62230872
42 839975997 68 839975997
83 351230592 92 351230592
7 214557024 92 214557024
39 102510556 39 923105886
15 226147326 19 226147326
31 829385448 56 829385448
57 230555601 67 230555601
0 306970248 4 306970248
80 912709923 83 912709923
34 616628058 39 616628058
30 693479548 93 693479548
19 8738512 81 8738512
51 387970713 100 387970713
88 537200340 95 537200340
46 427563396 76 427563396
12 516531747 51 516531747
13 737083787 46 737083787
94 861742256 99 861742256
56 963710115 89 963710115
4 503650900 13 503650900
65 289366633 82 289366633
25 381837282 32 381837282
49 453875380 53 453875380
3 382737805 16 382737805
64 709782025 91 709782025
53 1484921 53 912474256
19 513769269 37 513769269
32 616887724 59 616887724
5 928093024 42 928093024
24 264186607 98 264186607
46 468942815 65 468942815
11 553683439 31 553683439
93 253836130 99 253836130
61 18511725 61 987203169
9 379257618 51 379257618
27 159503965 69 159503965
22 192767772 98 192767772
26 529364528 99 529364528
8 505729836 32 505729836
3 722768555 45 722768555
17 926810674 21 926810674
15 586937610 88 586937610
0 678808997 83 678808997
37 779921363 82 779921363
15 98249511 53 98249511
88 770354277 91 770354277
43 533329987 68 533329987
62 971774236 76 971774236
41 142350290 41 878629631
31 68465730 85 68465730
13 88026088 31 88026088
36 648539936 82 648539936
93 21451085 97 21451085
30 392051578 87 392051578
16 36318164 70 36318164
21 454306213 25 454306213
14 267382458 74 267382458
76 46864265 76 999879102
48 235202365 80 235202365
96 216403600 96 924942340
60 150858618 68 150858618
77 642371231 100 642371231
59 20734204 59 956603473
22 238662199 73 238662199
83 448246019 91 448246019
44 29422427 44 894281887
60 886591715 89 886591715
54 408936791 66 408936791
23 614046987 46 614046987
3 794632709 18 794632709
50 259276251 77 259276251
21 443634510 24 443634510
56 178406077 72 178406077
88 648106960 98 648106960
45 460299297 59 460299297
13 298559635 64 298559635
48 277514859 51 277514859
0 965667123 33 965667123
94 59375452 94 995813990
8 331196721 19 331196721
30 402496034 85 402496034
13 150023082 32 150023082
22 600506761 38 600506761
79 79062051 79 882149910
37 537409576 78 537409576
66 780897835 71 780897835
8 390462904 14 390462904
27 129144553 70 129144553
33 890795201 75 890795201
2 77982463 2 992489348
10 175644360 94 175644360
50 527949476 66 527949476
83 886449636 97 886449636
61 743900676 71 743900676
3 247948778 80 247948778
31 201396380 97 201396380
60 41330705 60 86967922
5 40458024 5 996445429
42 577772176 80 577772176
29 401449087 85 401449087
49 446577165 93 446577165
60 76548547 89 76548547
8 932450117 31 932450117
39 517860758 97 517860758
18 306747960 31 306747960
40 387903224 73 387903224
66 825397587 74 825397587
37 830934662 86 830934662
32 108161130 37 108161130
3 128851069 54 128851069
95 279514037 100 279514037
78 879951514 100 879951514
30 402705758 57 402705758
21 620836712 77 620836712
11 433179480 21 433179480
11 277722700 61 277722700
0 826970673 98 826970673
35 221206868 61 221206868
38 786824090 86 786824090
4 263265316 30 263265316
68 65337737 68 935530008
30 404518659 67 404518659
37 335821105 83 335821105
88 480341037 98 480341037
50 5103053 50 986456577
42 18842895 45 18842895
89 945533586 92 945533586
68 251801695 78 251801695
11 8155915 11 926180523
60 412944218 69 412944218
86 102214260 90 102214260
31 782390021 47 782390021
94 21920602 98 21920602
14 682627865 25 682627865
7 440158204 73 440158204
39 282586696 46 282586696
47 914584903 94 914584903
77 27241995 77 893401794
55 733166150 85 733166150
15 956262923 53 956262923
33 137600077 80 137600077
9 325291266 88 325291266
28 995356894 73 995356894
21 483932039 21 977342492
23 707662086 47 707662086
18 889631706 92 889631706
3 302806470 4 302806470
58 416668391 61 416668391
31 99439490 46 99439490
23 743718754 44 743718754
22 171910880 89 171910880
68 911040169 98 911040169
9 115480969 48 115480969
34 99190507 92 99190507
12 147597789 66 147597789
50 501871885 85 501871885
31 541864294 62 541864294
35 15368874 35 975693336
54 805149133 83 805149133
67 531984811 87 531984811
69 248257179 92 248257179
54 289867439 63 289867439
44 606388181 59 606388181
15 984788991 23 984788991
29 183272295 29 996473324
19 996979562 56 996979562
26 9676849 90 9676849
4 866739978 45 866739978
1 928867257 80 928867257
73 624518456 94 624518456
52 814094015 98 814094015
47 228611140 56 228611140
75 921544829 96 921544829
44 351347326 99 351347326
15 152563192 55 152563192
64 73646227 99 73646227
49 837594292 73 837594292
5 271263730 7 271263730
6 169427732 7 169427732
34 155017851 54 155017851
84 5074936 84 919477259
23 973593790 64 973593790
20 92624097 91 92624097
49 583915126 53 583915126
57 816985097 62 816985097
97 856256527 97 957373042
10 15153 10 971632796
6 258584101 100 258584101
14 516871885 21 516871885
75 19862839 84 19862839
86 2952276 86 869852506
80 652771164 95 652771164
41 976399573 44 976399573
3 203919063 48 203919063
77 477599986 90 477599986
12 435350118 95 435350118
51 255795078 77 255795078
27 913949037 73 913949037
20 940889922 84 940889922
22 109681200 93 109681200
38 118573498 98 118573498
18 334710099 62 334710099
6 518607133 36 518607133
46 744892656 94 744892656
96 913393739 98 913393739
55 265060165 75 265060165
14 852775942 21 852775942
8 747279754 33 747279754
27 46409980 27 954634410
44 524789243 88 524789243
53 325659279 70 325659279
25 14381285 25 980074678
31 459367811 74 459367811
76 325633796 88 325633796
22 60189071 27 60189071
23 477546204 59 477546204
26 172475455 42 172475455
92 726528901 94 726528901
44 997018423 85 997018423
16 918198872 76 918198872
64 422871175 77 422871175
0 80604747 97 80604747
45 272267275 69 272267275
47 702458660 55 702458660
46 407721783 48 407721783
10 763088725 18 763088725
10 94606715 67 94606715
21 580783128 52 580783128
77 560589845 79 560589845
28 98899979 53 98899979
8 209045123 89 209045123
50 973650366 62 973650366
0 881571503 5 881571503
29 720345710 76 720345710
11 47201637 98 47201637
