1000 1000000000 603
601 755190731 601 810458592
934 408413681 934 991509232
677 999530155 815 999530155
168 493643722 673 493643722
471 611014716 471 737416010
297 338288031 560 338288031
359 95457712 359 618830356
526 343959777 881 343959777
925 444786130 925 668860824
514 666804490 514 983701500
668 137056573 668 376622240
909 33180561 909 887917714
85 522560492 879 522560492
238 597888052 890 597888052
320 232988866 979 232988866
235 17159302 235 729878876
274 468954059 332 468954059
43 316978984 436 316978984
525 703652626 911 703652626
541 409203219 541 504961111
42 595430952 403 595430952
26 50231507 58 50231507
182 12730817 781 12730817
565 12339979 954 12339979
348 693563493 348 850330907
254 827938037 911 827938037
875 380086044 875 652691935
379 8798122 887 8798122
4 569411008 4 729061976
484 679403741 754 679403741
873 800298770 873 902427098
314 201082600 314 324955040
135 326958531 148 326958531
626 202572708 634 202572708
999 141796240 999 450723867
319 911340468 915 911340468
573 984806287 798 984806287
767 858614782 959 858614782
704 309167477 704 925349217
719 513344334 719 579539207
714 868258452 714 885628828
150 570929872 150 702293307
481 597715309 481 971634157
234 809481591 369 809481591
544 446732505 544 700083296
146 257800548 634 257800548
174 105925032 444 105925032
212 273510652 212 425419606
382 703236810 797 703236810
447 710597067 757 710597067
410 692126160 420 692126160
876 747101146 876 770075320
792 276911400 812 276911400
647 305246313 647 468216039
776 626219345 820 626219345
78 727652498 922 727652498
307 301295865 867 301295865
769 578338409 769 622747307
493 82267018 493 123279052
257 126933454 257 547009361
920 123178199 920 675488320
299 7699864 299 771216787
363 172408340 363 221272332
634 312277817 943 312277817
486 258709395 519 258709395
333 107122609 333 540031141
726 765102625 726 898023029
247 388189721 462 388189721
53 764880051 631 764880051
73 214650911 472 214650911
152 119858579 152 248112437
877 265717391 877 611484934
831 440074486 860 440074486
945 150880540 945 819275040
781 453250201 781 617028557
298 917992904 477 917992904
908 417810449 908 782086874
246 132908673 905 132908673
404 29277056 404 80224290
297 687963774 589 687963774
70 34869211 683 34869211
366 58870817 366 176435778
192 349198313 192 629606949
654 969112232 753 969112232
889 929584432 889 967223457
290 531216623 711 531216623
412 927934437 494 927934437
853 173464040 853 608520261
550 800389255 914 800389255
24 877149265 215 877149265
500 979463063 895 979463063
22 717944098 897 717944098
802 470899067 802 547566467
721 719566923 864 719566923
887 785724327 887 975923261
252 117504688 252 324320155
452 886573237 818 886573237
246 716753646 246 928106501
57 285073656 57 725121653
189 781702629 616 781702629
158 33093961 158 545934612
722 685131544 953 685131544
545 773551784 545 895706499
120 437918856 120 758895006
14 917046338 359 917046338
935 786577945 964 786577945
753 288283289 753 881568345
485 274708476 485 718021299
79 352596204 656 352596204
22 791382438 796 791382438
587 158796284 829 158796284
72 757304299 601 757304299
212 444389136 212 658583145
534 653172383 534 932383223
784 689456179 964 689456179
17 81491667 786 81491667
191 490147526 363 490147526
748 390249557 983 390249557
352 159870385 780 159870385
429 757084005 476 757084005
445 56662865 674 56662865
41 183111155 41 520727475
87 930532979 973 930532979
447 886362953 513 886362953
27 666067937 544 666067937
371 492053712 974 492053712
486 425409682 868 425409682
895 701652225 895 873516650
761 363727401 761 540288142
709 988239264 945 988239264
140 169536491 454 169536491
186 367610189 186 619428752
324 515456087 580 515456087
802 878761137 807 878761137
749 339182104 749 361527227
953 220167631 953 425637645
526 460318589 592 460318589
582 448854306 698 448854306
664 95129246 664 271136527
625 826217139 625 986334607
577 81369625 996 81369625
9 38911832 455 38911832
444 13791913 444 823444420
213 909137261 311 909137261
9 329282301 661 329282301
865 262152522 880 262152522
626 396403492 626 569151679
115 304307292 115 394809525
447 108464194 447 634441176
172 71905058 172 84695958
242 61392969 242 950837855
893 156494720 893 410588268
9 830946662 230 830946662
103 261876316 582 261876316
165 317147469 165 650221698
418 625103016 418 777924090
392 385650571 478 385650571
474 138461897 474 155466702
944 263891157 944 572153209
216 26462395 216 587478903
372 639004877 652 639004877
180 424885997 707 424885997
70 934102094 70 947002537
235 507829784 864 507829784
469 108680845 469 869698795
66 593925975 502 593925975
411 16830950 411 107889462
269 53098340 452 53098340
45 662478330 421 662478330
491 58696544 723 58696544
943 76707110 970 76707110
178 62958978 464 62958978
443 178518929 443 283619527
982 128198116 997 128198116
47 268779317 83 268779317
537 679873147 537 800784583
490 597085374 931 597085374
161 703433299 774 703433299
248 233502822 548 233502822
765 61794384 765 883765848
86 304030648 588 304030648
713 736017895 713 831604229
983 302448080 983 807521003
371 590432957 942 590432957
926 212964158 998 212964158
48 608883586 48 716994802
612 654233758 766 654233758
69 245847400 993 245847400
342 89733328 342 886490040
730 803403128 842 803403128
689 308664848 724 308664848
872 233068697 959 233068697
128 720838570 140 720838570
466 762492482 547 762492482
115 843503342 147 843503342
595 416328687 595 989299400
8 968301835 836 968301835
114 811873827 916 811873827
697 635545767 697 744109996
17 853186084 273 853186084
373 76166955 478 76166955
325 64912508 887 64912508
654 226967440 933 226967440
923 103328027 923 651442823
107 472847374 209 472847374
950 248880616 950 989294064
598 10144622 598 241798164
371 256403146 371 713887899
37 79212202 37 311652910
462 181576433 837 181576433
884 7670760 884 434771953
83 883730398 173 883730398
365 2302974 365 432367823
580 360516223 604 360516223
214 849616609 823 849616609
5 5458458 5 235182793
321 62233269 668 62233269
473 94151619 692 94151619
372 313757416 372 381265289
691 576516773 691 688856280
110 861811763 777 861811763
789 784795155 789 868835026
321 161464984 321 891104271
338 257281908 338 647168544
655 238777476 655 431432294
262 198388303 262 813109008
65 138445404 65 887552341
253 187478458 440 187478458
328 24387600 328 663264466
905 257442894 905 508144313
457 438349936 457 923397572
939 195551539 939 276290316
310 843621006 729 843621006
597 543566320 597 805770330
385 560203592 385 763164527
46 28327778 593 28327778
208 682771540 563 682771540
689 88268522 873 88268522
200 788867987 245 788867987
591 548395743 591 550559899
325 167842393 441 167842393
81 732111145 81 889081349
629 239938184 944 239938184
111 135344147 834 135344147
592 275943659 592 430586066
254 700502564 254 733240807
574 589506040 574 923934046
351 514337284 459 514337284
279 644786717 320 644786717
130 491471801 283 491471801
697 16356084 697 207958811
41 298556589 851 298556589
281 304511834 281 356843628
297 32818647 297 118027175
745 857728904 814 857728904
110 63023033 412 63023033
370 107757327 370 864444727
818 124907093 818 370004582
512 362064406 737 362064406
63 537322720 758 537322720
498 283544663 759 283544663
569 946239996 596 946239996
766 117384583 994 117384583
717 682685866 717 852342167
52 412021499 52 471669179
88 381516338 668 381516338
893 61777030 893 130496733
248 215305003 248 295987931
156 780307195 844 780307195
218 93777958 544 93777958
355 505977663 664 505977663
703 142897751 706 142897751
394 230972734 585 230972734
58 367754998 211 367754998
236 171043261 236 888996755
141 548094354 635 548094354
400 53470721 400 228504580
681 365104645 681 924306348
699 74194070 936 74194070
