1000000000 100 100000
121100279 51 121100279 87
786604791 23 786604791 90
762368860 2 762368860 29
862292605 19 862292605 36
41930295 78 41930295 99
64709411 34 64709411 71
123690402 22 123690402 62
549105958 72 549105958 77
942226919 34 942226919 54
723067407 37 723067407 48
70388739 71 70388739 73
783429798 20 783429798 29
122320523 10 122320523 79
689702277 11 689702277 26
475014632 34 475014632 53
511331769 17 511331769 27
923746190 40 923746190 41
98756160 5 98756160 15
759047218 64 759047218 90
435652410 79 435652410 100
577756605 3 577756605 9
322544650 72 322544650 99
990476737 49 990476737 50
363112451 32 363112451 60
612111817 27 612111817 47
927788629 14 927788629 22
213320014 71 213320014 82
177602251 26 177602251 75
980551060 8 980551060 88
152546334 26 152546334 30
360195400 83 360195400 96
764236015 53 764236015 97
618638813 92 618638813 98
324388771 53 324388771 54
347119155 25 347119155 31
310320393 17 310320393 54
86801970 43 86801970 45
844958532 31 844958532 69
50855389 28 50855389 39
270292640 38 270292640 52
31737374 40 31737374 55
502634201 54 502634201 97
469156816 60 469156816 73
869050284 10 869050284 89
453624920 41 453624920 79
519298494 11 519298494 44
530403168 7 530403168 81
929538015 4 929538015 33
189864870 23 189864870 69
300555034 15 300555034 30
914603485 31 914603485 78
286417606 3 286417606 61
516932015 58 516932015 75
471835278 25 471835278 92
216320306 46 216320306 65
437482440 64 437482440 80
783966773 70 783966773 99
746646227 4 746646227 98
210341122 10 210341122 87
749153631 50 749153631 61
965304999 41 965304999 42
405800319 30 405800319 33
108263003 28 108263003 88
74306902 37 74306902 41
116876494 61 116876494 75
542536779 17 542536779 70
792687772 36 792687772 40
890375185 1 890375185 15
38510774 20 38510774 61
757832282 28 757832282 44
323508778 36 323508778 50
478129503 48 478129503 97
818061630 21 818061630 68
187205580 38 187205580 91
420109684 0 420109684 5
509696576 92 509696576 99
510230650 9 510230650 88
44197396 21 44197396 71
645015511 38 645015511 85
461594156 65 461594156 100
769050208 10 769050208 71
362040762 0 362040762 45
688598636 10 688598636 36
73603902 8 73603902 10
927139171 26 927139171 67
195744333 55 195744333 95
67444368 17 67444368 32
829173599 48 829173599 85
74874497 56 74874497 95
555218780 13 555218780 54
945511144 21 945511144 40
855276072 20 855276072 51
997913753 1 997913753 61
997986778 8 997986778 86
917317681 56 917317681 86
783555097 23 783555097 30
593266728 47 593266728 71
202884559 22 202884559 39
744120369 20 744120369 98
173521662 47 173521662 77
256198770 60 256198770 61
189164733 71 189164733 90
681942006 10 681942006 46
117576622 17 117576622 86
200472750 5 200472750 61
150566888 37 150566888 73
984688044 38 984688044 99
559205903 43 559205903 72
823820220 6 823820220 67
362260606 54 362260606 66
181171370 13 181171370 48
746033908 86 746033908 93
772891347 28 772891347 30
746358646 43 746358646 71
787047207 4 787047207 77
98960775 61 98960775 99
111982832 16 111982832 53
411979544 55 411979544 77
124737066 18 124737066 45
712289428 14 712289428 63
48237390 27 48237390 96
73343467 53 73343467 97
4302718 12 4302718 15
308924742 9 308924742 38
758030605 16 758030605 34
265318869 52 265318869 96
139451495 37 139451495 52
637083283 22 637083283 98
9177032 43 9177032 79
257507480 54 257507480 99
757963857 26 757963857 66
632609015 9 632609015 39
676740616 11 676740616 65
555305393 34 555305393 64
290294960 31 290294960 88
105977460 48 105977460 53
990832032 2 990832032 32
430867742 54 430867742 62
392312352 2 392312352 31
168212175 39 168212175 79
872639952 10 872639952 71
